route_id,stop_id
6822,7467
6822,5243
6822,6727
6822,5217
6822,5218
6822,5219
6822,5220
6822,5221
6822,5222
6822,5224
6822,5225
6822,5226
6822,11496
6822,11770
6822,12608
6822,5227
6822,5228
6822,4929
6822,10741
6822,9961
6822,9962
6822,9963
6822,4933
6822,11421
6822,4935
6822,4936
6822,4937
6822,4938
6822,5229
6822,4917
6822,6455
6715,11267
6715,8283
6715,4929
6715,6175
6715,5524
6715,5525
6715,10443
6715,5528
6715,5529
6715,5530
6715,5533
6715,5534
6715,5535
6715,5536
6715,5537
6715,5538
6715,5541
6715,5542
6715,6340
6715,6341
6715,6167
6715,12853
6644,3535
6644,2399
6644,2400
6644,10447
6644,2401
6644,2402
6644,2378
6644,2379
6644,2380
6644,10062
6644,2405
6644,9107
6644,2406
6644,2407
6644,2408
6644,2409
6644,2410
6644,9029
6644,2411
6644,2412
6644,2413
6644,11392
37809,10892
37809,12638
37809,12639
37809,12640
37809,8408
37809,7742
37809,3066
37809,3904
6690,4756
6690,8671
6690,4758
6690,4759
6690,4760
6690,4761
6690,4762
6690,4763
6690,4764
6690,4629
6690,4630
6690,4631
6690,4632
6690,4633
6690,4634
6690,4635
6690,4636
6690,4637
6690,4638
6690,4639
6690,4640
6690,4641
6690,4642
6690,4643
6690,4644
6690,4645
6690,4646
6690,4647
6690,4648
6690,4649
6690,4650
6690,4651
6690,4652
6690,4653
6690,4654
6690,4655
6690,4656
6615,10591
6615,11638
6615,95
6615,13126
6615,8535
6615,11481
6615,13063
6615,11484
6615,11485
6615,635
6615,636
6615,637
6615,638
6615,639
6667,8139
6667,1389
6667,1390
6667,1391
6667,11614
6667,1393
6667,1858
6667,1859
6667,1860
6667,1861
6667,1862
6667,1863
6667,1864
6667,1865
6667,1866
6667,12342
6667,3757
6667,3758
6667,3759
6667,3761
6667,10388
6667,3762
6667,3763
6667,3764
6667,3765
6667,3177
6667,3178
6667,12506
6667,12935
6667,12020
6667,3181
6667,3182
6667,11198
6667,11308
6667,3317
6667,11402
6667,8696
6667,3331
6667,3332
6667,3333
6667,3198
6667,3199
6667,3768
6667,9714
6667,3202
6667,12280
6667,3334
6667,3054
6667,3055
6667,3056
6667,3057
6667,3058
6667,3059
6667,3779
6821,11860
6821,5594
6821,5595
6821,5596
6821,5597
6821,5598
6821,5599
6821,5600
6821,5601
6821,5602
6821,5603
6821,5604
6821,5576
6821,5577
6821,5605
6821,5578
6821,5606
6821,5607
6821,11831
6821,5609
6821,5610
6821,5611
6821,5612
6821,12545
6821,5615
6821,10174
6821,12044
6821,10178
6821,5619
6821,5620
6821,5623
6821,5624
6821,5625
6821,5626
6821,5629
6821,5630
6821,5631
6821,5632
6821,4994
6821,4845
6641,8649
6641,11606
6641,924
6641,10619
6641,13121
6641,12822
6641,11088
6641,934
6641,545
6641,11422
6641,11113
6641,361
6641,582
6641,12483
6641,12600
6741,7432
6741,7433
6741,7434
6741,7435
6741,7436
6741,7437
6741,7438
6741,10085
6741,7441
6741,7442
6741,7443
6741,7444
6741,7445
6741,7446
6741,7447
6741,7448
6741,7449
6741,7450
6741,6729
6741,12205
6741,12206
6741,7453
6741,10383
6741,7455
6741,7456
6741,7457
6741,9549
6741,7458
6741,7459
6741,7460
6741,7461
6741,7462
6741,7463
6741,7464
6741,7465
6741,7466
6741,7467
6741,5243
6741,7469
6741,5217
6741,6738
6741,8282
6741,11270
6651,12954
6651,962
6651,1387
6651,1389
6651,1390
6651,1391
6651,11614
6651,1393
6651,1394
6651,1395
6651,1396
6651,1397
6651,1398
6651,2994
6651,11878
6651,1401
6651,1402
6651,11193
6651,1557
6651,1559
6651,2613
6651,2614
6651,2615
6651,2616
6651,2768
6651,1171
6651,1172
6651,12406
6651,2717
6651,8140
6828,9634
6828,6482
6828,6579
6828,6580
6828,6581
6828,9557
6828,9558
6828,9559
6828,9560
6828,9561
6828,9562
6828,9563
6828,9564
6828,9565
6828,9566
6828,9567
6828,9568
6828,9569
6828,9570
6828,9571
6828,8852
6828,6941
6828,6942
6828,6943
6828,6944
6828,9588
6828,6703
6828,8281
6828,6704
6828,8483
6828,6706
6828,6707
6828,6708
6828,11872
6828,10778
6828,6658
6828,8485
6828,8484
6828,6661
6828,11608
6828,8280
6828,9589
6828,9590
6828,6919
6828,6920
6828,6921
6828,6922
6828,9572
6828,9573
6828,9574
6828,9575
6828,9576
6828,9577
6828,9578
6828,9579
6828,9580
6828,9581
6828,10704
6828,9582
6828,9583
6828,9584
6828,9585
6828,9586
6828,6653
6828,6654
6828,13120
6828,6656
6828,6483
6828,6484
6828,6485
6828,6566
6828,6567
6828,6568
6828,6569
6828,13104
6737,5262
6737,5266
6737,5268
6737,5270
6737,5272
6737,5274
6737,5180
6737,5816
6737,5817
6737,5909
6737,9463
6737,7125
6737,7126
6737,7127
6737,7128
6737,7129
6737,7130
6737,10874
6737,7132
6737,9592
6737,11847
6737,11807
6737,10256
6737,11818
6737,11312
6737,7138
6737,7139
6737,7140
6737,7141
6737,7142
6737,7143
6737,10199
6737,5338
6737,5339
6737,7146
6737,7147
6737,7093
6737,7094
6737,7095
6622,9097
6622,1084
6622,1085
6622,1086
6622,1087
6622,1088
6622,1089
6622,1090
6622,1091
6622,1092
6622,1093
6622,1094
6622,1095
6622,1096
6622,1097
6622,1098
6622,1099
6622,1100
6622,12867
6622,969
6622,13011
6622,737
6622,738
6622,9104
6622,740
6622,13122
6622,504
6622,505
6622,506
6622,507
6622,508
6622,509
6622,510
6622,511
6622,185
6622,186
6622,3429
6622,188
6622,859
6622,11526
6622,11524
6622,11522
6622,11474
6622,11427
6622,11475
6622,4887
6622,544
6622,9136
6622,13004
6622,12707
6622,12705
6622,1103
6622,1105
6622,1106
6622,1107
6622,1108
6622,12788
6622,1111
6622,1112
6622,1113
6622,1114
6622,1115
6622,1116
6622,1117
6622,12787
6622,1120
6622,1121
6622,1122
6622,11541
6622,1124
6622,1126
6622,1127
6622,1128
6622,10400
6622,4881
6622,4882
6622,4883
6622,4884
6622,11542
31819,6318
31819,8899
31819,5435
31819,6195
31819,6357
31819,11364
31819,8839
31819,8840
31819,6324
31819,6325
31819,6326
31819,6310
31819,6311
31819,6312
31819,5547
31819,6089
31819,6402
31819,6403
31819,12407
31819,12408
31819,12484
31819,11583
31819,11574
31819,12386
31819,12387
31819,12388
31819,12389
31819,12390
31819,12391
31819,12394
31819,9062
31819,10407
31819,5528
6703,5252
6703,4969
6703,12047
6703,10896
6703,4971
6703,12794
6703,5254
6703,5255
6703,5066
6703,5067
6703,5068
6703,5256
6703,5257
6703,5258
6703,5259
6703,5260
6703,5261
6703,5997
6703,5094
6703,5554
6703,5555
6703,5556
6703,12944
6703,5999
6703,5591
6703,5592
6703,5507
6703,5509
6703,13119
34043,9701
34043,9702
34043,9703
34043,9704
34043,7956
34043,8003
34043,9707
34043,8004
34043,8005
34043,8006
34043,8007
34043,8008
34043,9708
34043,7770
34043,7771
34043,9711
34043,7768
34043,9712
34043,9713
34043,7672
34043,7673
34043,10888
34043,12793
34043,10549
34043,10550
34043,9652
34043,9653
34043,9654
34043,7709
34043,7680
34043,7681
34043,9656
34043,11439
34043,7960
34043,7961
34043,7962
34043,7963
34043,9657
34043,7964
34043,9658
34043,9662
34043,11514
34043,9663
34043,9665
34043,9678
34043,9679
34043,9680
34043,9681
34043,9682
34043,9683
34043,7700
34043,7701
34043,7702
34043,7861
34043,7862
34043,7863
34043,7864
34043,7865
6712,5743
6712,5744
6712,5937
6712,6001
6712,11907
6712,12151
6712,11908
6712,12937
6712,6107
6712,6108
6712,12757
6712,6109
6712,6110
6712,5925
6712,5948
6712,5949
6712,5950
6712,5959
6712,5960
6712,5961
6712,5962
6712,5963
6712,5964
6712,5965
6712,12176
6712,5967
6712,8486
6712,8487
6712,5811
6712,5812
6712,5813
6712,5814
6712,5815
6712,5183
6712,5275
6712,5185
6712,5186
6712,5187
6712,5900
6712,5901
6712,5902
6712,5903
6712,5904
6712,5860
6712,5861
6712,10884
6712,11720
6712,5907
6712,5666
6712,5769
6712,13119
6621,11258
6621,11221
6621,12548
6621,418
6621,11101
6621,419
6621,420
6621,11211
6621,422
6621,423
6621,9087
6621,10802
6621,426
6621,10804
6621,428
6621,627
6621,992
6621,994
6621,995
6621,996
6621,997
6621,10872
6621,11252
6805,12793
6805,7682
6805,7683
6805,7684
6805,7685
6805,7686
6805,7687
6805,7688
6805,9854
6805,12921
6805,7690
6805,7691
6805,7692
6805,7693
6805,7899
6805,7900
6805,7901
6805,7902
6805,7903
6805,9901
6805,7910
6805,7911
6805,7912
6805,7913
6805,7914
6805,7915
6805,7917
6805,7918
6805,7919
6805,7920
6805,7921
6805,7922
6676,4242
6676,4211
6676,4212
6676,4213
6676,4214
6676,4215
6676,3994
6676,3995
6676,4217
6676,4218
6676,10827
6676,4220
6676,4221
6676,12697
6676,12696
6676,4225
6676,4011
6676,4012
6676,4013
6676,4014
6676,4015
6676,4016
6676,10882
6676,4229
6676,4230
6676,4231
6676,4232
6676,4233
6676,4234
6676,4030
6613,11251
6613,2151
6613,2152
6613,142
6613,144
6613,146
6613,147
6613,10617
6613,150
6613,151
6613,152
6613,154
6613,155
6613,13145
6613,165
6613,166
6613,167
6613,169
6613,10611
6613,170
6613,171
6613,10816
6613,173
6613,174
6613,176
6613,177
6613,178
6613,179
6613,181
6613,182
6613,184
6613,3428
6613,186
6613,3429
6613,188
6613,859
6613,35
46604,10914
46604,10896
46604,12794
46604,12938
46604,5067
46604,5256
46604,5258
46604,5261
46604,12939
46604,5555
46604,12944
46604,5591
46604,5509
30045,11943
30045,10192
30045,10095
30045,13116
30045,10096
30045,10326
30045,10581
30045,3317
30045,3318
30045,9218
30045,9214
30045,9215
30045,9216
30045,9217
30045,9212
30045,9213
30045,10036
30045,9643
30045,9337
30045,9338
30045,10073
30045,12125
30045,11237
30045,11241
30045,11509
30045,3277
30045,3278
30045,10063
30045,3281
30045,3282
30045,3283
30045,9475
30045,9477
30045,12855
30045,12536
30045,9481
30045,3285
30045,9159
30045,9483
30045,9433
40855,6140
40855,6141
40855,6142
40855,6143
40855,6144
40855,6145
40855,6146
40855,6147
40855,6148
40855,6149
40855,6150
40855,6151
40855,6152
40855,6153
40855,6154
