route_id,route_short_name,route_long_name,route_type,direction_id,shape_id,route_segment_km,segment_start_km,segment_end_km,stop_before_id,stop_before_name,stop_before_dist_km,stop_after_id,stop_after_name,stop_after_dist_km,bunching_events,severe_events,high_events,moderate_events,avg_gap_km,median_gap_km,closest_gap_km,vehicles_involved,active_timestamps
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,15.0,15.0,15.5,949,Eastbound E Hastings St @ Clark Dr,14.91,952,Eastbound E Hastings St @ Victoria Dr,15.75,15,0,7,8,0.308,0.351,0.153,6,14
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,0,312836,3.0,3.0,3.5,4655,Eastbound Marine Dr @ 11 St,2.81,11673,Eastbound Marine Dr Offramp @ Lions Gate Bridge,4.14,15,1,7,7,0.259,0.237,0.088,4,15
37810,R4,41st Avenue,RapidBus,0,313452,11.0,11.0,11.5,199,Eastbound W 41 Ave @ Granville St,11.0,811,Eastbound W 41 Ave @ Oak St,11.86,15,0,2,13,0.357,0.38,0.196,11,15
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,9.5,9.5,10.0,11522,Southbound Granville St @ Robson St,9.33,11427,Southbound Granville St @ Davie St,10.11,14,0,9,5,0.26,0.249,0.163,3,14
37810,R4,41st Avenue,RapidBus,1,313453,5.5,5.5,6.0,718,Westbound E 41 Ave @ Fraser St,4.76,11354,Oakridge-41st Ave Station  @ Bay 4,6.7,14,1,3,10,0.311,0.313,0.088,7,13
37810,R4,41st Avenue,RapidBus,1,313453,10.5,10.5,11.0,12632,Westbound W 41 Ave @ East Blvd,9.46,1907,Dunbar Loop @ Bay 5,11.76,14,0,9,5,0.277,0.205,0.205,8,13
6627,025,King Edward,Regular Bus,0,312450,21.5,21.5,22.0,1553,Eastbound Sanderson Way @ Mathissi Place,21.2,1555,Northbound Willingdon Ave @ Canada Way,22.01,14,5,5,4,0.192,0.187,0.057,3,14
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,17.5,17.5,18.0,1117,Southbound West Blvd @ W 43 Ave,17.31,1121,Eastbound W 51 Ave @ Arbutus St,18.18,14,0,8,6,0.246,0.21,0.1,5,14
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,9.5,9.5,10.0,584,Westbound W 4th Ave @ Fir St,9.19,12815,Westbound W 4th Ave @ Yew St,10.22,14,0,8,6,0.248,0.176,0.174,3,12
6625,020,Victoria,Regular Bus,1,312428,10.5,10.5,11.0,1255,Southbound Victoria Dr @ E 43 Ave,10.18,1260,Southbound Victoria Dr @ E 53 Ave,11.14,14,5,7,2,0.161,0.125,0.0,3,14
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,2.0,2.0,2.5,1091,Renfrew Station @ Bay 3,1.95,1094,Northbound Renfrew St @ E 5th Ave,2.67,14,4,7,3,0.181,0.151,0.018,4,13
6624,019,Kingsway,Regular Bus,0,312403,0.5,0.5,1.0,,,,981,Eastbound W Georgia St @ Denman St,1.18,14,5,1,8,0.267,0.311,0.034,3,14
6619,009,Broadway,Regular Bus,0,312285,6.0,6.0,6.5,12101,Eastbound W Broadway @ Columbia St,5.62,780,Eastbound E Broadway @ Prince Edward St,6.63,14,0,4,10,0.309,0.296,0.195,2,14
6636,049,49th Avenue,Regular Bus,0,312498,15.5,15.5,16.0,1996,Eastbound E 49 Ave @ Knight St,15.34,2000,Eastbound E 49 Ave @ Victoria Dr,16.19,14,1,7,6,0.282,0.246,0.097,5,14
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,21.0,21.0,21.5,6630,Lansdowne Station @ Bay 4,20.87,6610,Southbound No. 3 Rd @ Cook Rd,21.65,14,3,9,2,0.127,0.127,0.0,4,14
6625,020,Victoria,Regular Bus,1,312428,6.5,6.5,7.0,8913,Southbound Commercial Dr @ N Grandview Hwy,6.45,974,Southbound Commercial Dr @ E 14 Ave,7.08,14,2,3,9,0.302,0.386,0.037,3,14
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,1.0,1.0,1.5,305,Northbound Dunbar St @ W 34 Ave,0.82,310,Northbound Dunbar St @ W King Edward Ave,1.78,14,3,3,8,0.231,0.274,0.052,2,14
6641,099,Broadway B-Line,B-Line,0,312527,6.5,6.5,7.0,322,Eastbound W Broadway @ Macdonald St,6.18,11724,Eastbound W Broadway @ Yew St,7.1,13,0,8,5,0.237,0.173,0.171,7,13
6627,025,King Edward,Regular Bus,0,312450,16.5,16.5,17.0,1539,Northbound Nanaimo St @ Brock St,16.44,697,Eastbound E 22 Ave @ Nanaimo St,17.2,13,10,0,3,0.101,0.034,0.034,1,13
6625,020,Victoria,Regular Bus,1,312428,2.0,2.0,2.5,2936,Eastbound W Hastings St @ Carrall St,1.9,12860,Eastbound E Hastings St @ Dunlevy Ave,2.63,13,0,9,4,0.191,0.162,0.106,2,13
37810,R4,41st Avenue,RapidBus,1,313453,16.5,16.5,17.0,1907,Dunbar Loop @ Bay 5,11.76,10960,Eastbound W 16 Ave @ Wesbrook Mall,17.45,13,6,1,6,0.232,0.213,0.017,6,11
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,7.5,7.5,8.0,400,Eastbound W 4th Ave @ Balsam St,7.22,404,Eastbound W 4th Ave @ Burrard St,8.26,13,0,10,3,0.214,0.174,0.172,3,12
6641,099,Broadway B-Line,B-Line,1,312530,1.5,1.5,2.0,924,Westbound E Broadway @ Clark Dr,1.02,13121,Westbound E Broadway @ Brunswick St,2.39,13,0,7,6,0.242,0.142,0.139,5,13
6641,099,Broadway B-Line,B-Line,1,312530,10.5,10.5,11.0,361,Southbound Alma St @ W 10 Ave,9.03,12483,Westbound University Blvd @ Western Parkway,13.51,13,0,5,8,0.355,0.421,0.219,6,13
6624,019,Kingsway,Regular Bus,0,312403,8.5,8.5,9.0,1151,Eastbound Kingsway @ Knight St,8.36,666,Eastbound Kingsway @ Victoria Dr,9.33,13,3,5,5,0.232,0.22,0.078,3,13
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,1,312991,12.0,12.0,12.5,5812,Northbound 156 St @ 102 Ave,11.89,5814,Westbound 104 Ave @ 154 St,12.71,13,2,3,8,0.268,0.3,0.062,5,13
6641,099,Broadway B-Line,B-Line,1,312530,5.5,5.5,6.0,934,Westbound W Broadway @ Willow St,4.26,11422,Westbound W Broadway @ Arbutus St,6.62,13,0,6,7,0.252,0.344,0.129,4,13
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,3.0,3.0,3.5,1095,Northbound Renfrew St @ E 3rd Ave,2.88,1098,Northbound Renfrew St @ Charles St,3.5,13,4,8,1,0.157,0.154,0.067,3,9
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,8.0,8.0,8.5,12814,Eastbound W 4th Ave @ Maple St,7.95,405,Eastbound W 4th Ave @ Fir St,8.68,13,0,11,2,0.204,0.173,0.141,4,11
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,7.0,7.0,7.5,11526,Southbound Granville St @ W Pender St,6.83,11474,Southbound Granville St @ Nelson St,7.64,13,0,3,10,0.332,0.332,0.169,5,13
6619,009,Broadway,Regular Bus,1,312305,2.0,2.0,2.5,916,Westbound E Broadway @ Slocan St,2.0,689,Westbound E Broadway @ Nanaimo St,2.54,13,0,3,10,0.347,0.363,0.123,1,13
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,15.0,15.0,15.5,441,Eastbound Dundas St @ Templeton Dr,14.82,680,Southbound Nanaimo St @ Adanac St,15.86,13,0,3,10,0.276,0.277,0.101,4,12
6625,020,Victoria,Regular Bus,1,312428,11.0,11.0,11.5,1259,Southbound Victoria Dr @ E 51 Ave,10.96,1262,Southbound Victoria Dr @ Upland Dr,11.55,13,2,9,2,0.186,0.208,0.028,2,13
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,11.5,11.5,12.0,11475,Southbound Granville St @ Drake St,11.12,4887,Southbound Granville St @ W 5th Ave,12.42,13,0,1,12,0.35,0.361,0.114,5,13
6636,049,49th Avenue,Regular Bus,0,312498,18.0,18.0,18.5,2006,Eastbound E 49 Ave @ Killarney St,17.67,1659,Eastbound E 49 Ave @ Tyne St,18.67,13,0,0,13,0.346,0.332,0.291,4,13
6636,049,49th Avenue,Regular Bus,0,312498,16.0,16.0,16.5,1999,Eastbound E 49 Ave @ Commercial St,15.95,2002,Eastbound E 49 Ave @ Nanaimo St,16.67,13,0,4,9,0.362,0.406,0.235,5,13
37810,R4,41st Avenue,RapidBus,0,313452,1.0,1.0,1.5,12652,Southbound Wesbrook Mall @ Agronomy Rd,0.6,1896,Westbound W 16 Ave @ Wesbrook Mall,1.76,13,1,3,9,0.309,0.37,0.085,8,13
6624,019,Kingsway,Regular Bus,0,312405,1.5,1.5,2.0,981,Eastbound W Georgia St @ Denman St,1.18,410,Eastbound W Pender St @ Thurlow St,2.32,12,0,9,3,0.184,0.126,0.117,3,11
6705,321,King George Blvd,Regular Bus,0,312945,21.0,21.0,21.5,5040,Northbound King George Blvd @ 96 Ave,20.81,9089,Northbound King George Blvd @ 100 Ave,21.57,12,2,5,5,0.224,0.207,0.074,5,12
6624,019,Kingsway,Regular Bus,0,312403,12.5,12.5,13.0,13124,Eastbound Kingsway @ Aberdeen St,12.47,1166,Eastbound Kingsway @ Smith Ave,13.16,12,3,4,5,0.249,0.214,0.051,3,12
6624,019,Kingsway,Regular Bus,1,312413,7.0,7.0,7.5,1202,Westbound Kingsway @ Knight St,6.84,1204,Westbound Kingsway @ Windsor St,7.52,12,2,4,6,0.26,0.26,0.045,4,12
6624,019,Kingsway,Regular Bus,1,312413,0.5,0.5,1.0,,,,1176,Westbound Kingsway @ Wilson Ave,1.14,12,6,4,2,0.153,0.114,0.038,6,12
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,14.5,14.5,15.0,952,Eastbound E Hastings St @ Victoria Dr,14.38,955,Eastbound E Hastings St @ Nanaimo St,15.06,12,1,6,5,0.266,0.237,0.094,4,12
6624,019,Kingsway,Regular Bus,0,312403,12.0,12.0,12.5,1161,Eastbound Kingsway @ Wessex St,11.99,1165,Eastbound Kingsway @ Boundary Rd,12.87,12,0,2,10,0.312,0.327,0.131,2,12
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,6.0,6.0,6.5,1042,Northbound Arbutus St @ W 16 Ave,5.76,12704,Eastbound W 12th Ave @ Cypress St,6.52,12,2,3,7,0.286,0.306,0.007,4,12
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,1,312991,13.0,13.0,13.5,5814,Westbound 104 Ave @ 154 St,12.71,5275,Northbound 150 St @ 105 Ave,13.61,12,2,5,5,0.264,0.245,0.013,3,12
6636,049,49th Avenue,Regular Bus,0,312498,14.5,14.5,15.0,1992,Eastbound E 49 Ave @ Fraser St,14.34,1995,Eastbound E 49 Ave @ Sherbrooke St,15.03,12,0,7,5,0.264,0.228,0.198,6,12
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,4.5,4.5,5.0,285,Eastbound W 10 Ave @ Wallace St,4.37,320,Eastbound W Broadway @ Collingwood St,5.15,12,4,3,5,0.231,0.214,0.099,4,9
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,5.5,5.5,6.0,1041,Northbound Arbutus St @ W 20 Ave,5.45,12703,Eastbound W 12th Ave @ Arbutus St,6.2,12,1,3,8,0.319,0.362,0.053,3,12
6641,099,Broadway B-Line,B-Line,1,312530,1.0,1.0,1.5,11606,Commercial-Broadway Station @ Bay 5,0.3,10619,Westbound E Broadway @ Fraser St,1.87,12,0,6,6,0.272,0.247,0.141,5,12
6627,025,King Edward,Regular Bus,0,312450,15.0,15.0,15.5,1537,Eastbound E King Edward Ave @ Knight St,14.63,666,Eastbound Kingsway @ Victoria Dr,15.58,12,1,4,7,0.307,0.363,0.06,2,12
37810,R4,41st Avenue,RapidBus,1,313453,12.0,12.0,12.5,1907,Dunbar Loop @ Bay 5,11.76,10960,Eastbound W 16 Ave @ Wesbrook Mall,17.45,12,2,6,4,0.183,0.105,0.05,6,11
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,9.0,9.0,9.5,11526,Southbound Granville St @ W Pender St,8.97,11474,Southbound Granville St @ Nelson St,9.78,12,0,8,4,0.254,0.181,0.163,3,12
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,16.5,16.5,17.0,1048,Southbound Renfrew St @ Venables St,16.48,1051,Southbound Renfrew St @ E 1st Ave,17.24,12,1,1,10,0.327,0.334,0.053,5,12
6624,019,Kingsway,Regular Bus,1,312414,2.5,2.5,3.0,696,Westbound E Pender St @ Main St,2.21,11638,Westbound W Pender St @ Hamilton St,3.06,12,5,1,6,0.209,0.206,0.025,2,12
6624,019,Kingsway,Regular Bus,1,312413,4.5,4.5,5.0,1071,Westbound Kingsway @ Earles St,4.38,702,Westbound Kingsway @ Nanaimo St,5.22,12,1,2,9,0.273,0.302,0.043,3,12
6627,025,King Edward,Regular Bus,1,312455,12.0,12.0,12.5,1585,Westbound W King Edward Ave @ Columbia St,11.74,1587,Westbound W King Edward Ave @ Heather St,12.5,12,5,3,4,0.191,0.168,0.015,5,12
6627,025,King Edward,Regular Bus,1,312455,8.0,8.0,8.5,703,Westbound Kingsway @ Gladstone St,8.0,1199,Westbound Kingsway @ Miller St,8.65,12,0,1,11,0.348,0.354,0.178,4,12
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,6.5,6.5,7.0,61,Northbound Macdonald St @ W 7th Ave,6.35,400,Eastbound W 4th Ave @ Balsam St,7.28,12,1,2,9,0.303,0.342,0.049,7,12
6627,025,King Edward,Regular Bus,1,312455,7.5,7.5,8.0,1574,Southbound Nanaimo St @ Brock St,7.41,1198,Westbound Kingsway @ Victoria Dr,8.33,12,0,6,6,0.314,0.283,0.189,2,12
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,8.0,8.0,8.5,12814,Eastbound W 4th Ave @ Maple St,7.9,405,Eastbound W 4th Ave @ Fir St,8.63,12,1,10,1,0.184,0.174,0.032,3,9
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,5.0,5.0,5.5,356,Eastbound W 4th Ave @ Wallace St,4.93,393,Eastbound W 4th Ave @ Collingwood St,5.59,12,1,8,3,0.18,0.142,0.099,3,8
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,5.5,5.5,6.0,5274,Eastbound 104 Ave @ 150 St,5.33,5817,Eastbound 104 Ave @ 154 St,6.16,12,1,3,8,0.277,0.266,0.049,2,12
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,10.0,10.0,10.5,407,Westbound W 5th Ave @ Granville St,9.18,11426,Northbound Granville St @ Drake St,10.62,12,4,2,6,0.236,0.223,0.015,2,8
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,6.0,6.0,6.5,400,Eastbound W 4th Ave @ Balsam St,5.87,12814,Eastbound W 4th Ave @ Maple St,6.54,11,0,10,1,0.189,0.172,0.172,2,8
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,7.5,7.5,8.0,507,Westbound E Hastings St @ Campbell Ave,7.37,510,Westbound E Hastings St @ Jackson Ave,8.01,11,0,7,4,0.213,0.143,0.127,2,9
6627,025,King Edward,Regular Bus,0,312450,17.0,17.0,17.5,12556,Nanaimo Station @ Bay 1,16.86,1542,Eastbound E 22 Ave @ Slocan St,17.71,11,0,3,8,0.386,0.456,0.191,5,11
6641,099,Broadway B-Line,B-Line,0,312527,5.0,5.0,5.5,9530,Eastbound W Broadway @ Alma St,4.9,322,Eastbound W Broadway @ Macdonald St,6.18,11,2,3,6,0.238,0.288,0.0,4,11
6625,020,Victoria,Regular Bus,1,312428,7.5,7.5,8.0,974,Southbound Commercial Dr @ E 14 Ave,7.08,8537,Southbound Victoria Dr @ E 22 Ave,8.02,11,4,1,6,0.231,0.263,0.0,3,11
6705,321,King George Blvd,Regular Bus,0,312945,21.5,21.5,22.0,12155,King George Station @ Bay 4,21.36,10880,Surrey Central Station @ Bay 12,22.74,11,0,6,5,0.282,0.237,0.13,6,11
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,18.5,18.5,19.0,1057,Southbound Renfrew St @ Grandview Hwy,18.48,1060,Southbound Renfrew St @ E 20 Ave,19.12,11,0,2,9,0.327,0.356,0.1,5,11
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,16.0,16.0,16.5,363,Southbound Alma St @ W 12 Ave,15.9,366,Southbound Dunbar St @ W 17 Ave,16.51,11,5,3,3,0.192,0.199,0.027,3,11
6625,020,Victoria,Regular Bus,0,312419,10.0,10.0,10.5,511,Westbound E Hastings St @ Dunlevy Ave,9.79,3429,Westbound W Hastings St @ Abbott St,10.7,11,1,3,7,0.268,0.252,0.059,2,11
6625,020,Victoria,Regular Bus,0,312419,9.5,9.5,10.0,508,Westbound E Hastings St @ Hawks Ave,9.19,185,Westbound E Hastings St @ Main St,10.05,11,0,3,8,0.339,0.312,0.16,2,11
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,13.5,13.5,14.0,433,Eastbound Powell St @ Glen Dr,13.14,437,Eastbound Powell St @ Commercial Dr,14.03,11,0,8,3,0.201,0.158,0.111,5,9
37810,R4,41st Avenue,RapidBus,0,313452,13.0,13.0,13.5,12586,Oakridge-41st Ave Station @ Bay 3,12.76,255,Eastbound E 41 Ave @ Main St,13.7,11,0,4,7,0.296,0.3,0.16,6,11
6627,025,King Edward,Regular Bus,0,312450,16.0,16.0,16.5,12110,Eastbound Kingsway @ Gladstone St,15.88,12556,Nanaimo Station @ Bay 1,16.86,11,3,4,4,0.21,0.191,0.006,2,11
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,8.5,8.5,9.0,407,Westbound W 5th Ave @ Granville St,7.77,11426,Northbound Granville St @ Drake St,9.21,11,3,5,3,0.214,0.244,0.007,4,8
6636,049,49th Avenue,Regular Bus,0,312498,17.0,17.0,17.5,2004,Eastbound E 49 Ave @ Elliott St,17.0,2006,Eastbound E 49 Ave @ Killarney St,17.67,11,0,7,4,0.265,0.224,0.11,5,11
6625,020,Victoria,Regular Bus,1,312428,9.0,9.0,9.5,705,Southbound Victoria Dr @ E 31 Ave,8.83,9094,Southbound Victoria Dr @ E 38 Ave,9.61,11,5,3,3,0.187,0.122,0.064,2,11
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,7.0,7.0,7.5,398,Eastbound W 4th Ave @ Trafalgar St,6.86,12813,Eastbound W 4th Ave @ Yew St,7.56,11,0,7,4,0.234,0.172,0.171,3,9
6619,009,Broadway,Regular Bus,0,312285,5.0,5.0,5.5,880,Eastbound W Broadway @ Willow St,4.72,12101,Eastbound W Broadway @ Columbia St,5.62,11,0,6,5,0.246,0.248,0.107,3,11
6624,019,Kingsway,Regular Bus,0,312403,1.0,1.0,1.5,9487,Eastbound W Georgia St @ Gilford St,0.95,1382,Eastbound W Pender St @ Nicola St,1.6,11,2,3,6,0.27,0.355,0.0,3,11
6625,020,Victoria,Regular Bus,1,312428,6.0,6.0,6.5,12919,Southbound Commercial Dr @ E 3rd Ave,5.93,972,Commercial-Broadway Station @ Bay 2,6.59,11,0,4,7,0.282,0.302,0.149,3,11
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,11.5,11.5,12.0,590,Westbound W 4th Ave @ Trafalgar St,11.44,569,Westbound W Broadway @ Macdonald St,12.21,10,2,3,5,0.252,0.236,0.044,4,10
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,6.5,6.5,7.0,12812,Eastbound W 4th Ave @ Balaclava St,6.18,400,Eastbound W 4th Ave @ Balsam St,7.22,10,0,0,10,0.32,0.307,0.272,3,8
6619,009,Broadway,Regular Bus,1,312305,8.5,8.5,9.0,12791,Westbound W Broadway @ Hemlock St,8.27,563,Westbound W Broadway @ Burrard St,9.11,10,0,8,2,0.206,0.172,0.171,3,10
37810,R4,41st Avenue,RapidBus,1,313453,17.5,17.5,18.0,10960,Eastbound W 16 Ave @ Wesbrook Mall,17.45,12653,Northbound Wesbrook Mall @ Agronomy Rd,18.5,10,1,4,5,0.257,0.264,0.006,6,10
6641,099,Broadway B-Line,B-Line,1,312530,7.0,7.0,7.5,11422,Westbound W Broadway @ Arbutus St,6.62,11113,Westbound W Broadway @ Macdonald St,7.6,10,0,0,10,0.349,0.346,0.256,4,10
6625,020,Victoria,Regular Bus,1,312428,9.5,9.5,10.0,707,Southbound Victoria Dr @ E 36 Ave,9.41,1255,Southbound Victoria Dr @ E 43 Ave,10.18,10,2,6,2,0.146,0.125,0.046,2,10
6627,025,King Edward,Regular Bus,1,312455,4.5,4.5,5.0,1565,Westbound E 22 Ave @ Boundary Rd,4.04,1570,Westbound E 22 Ave @ Renfrew St,5.47,10,2,7,1,0.151,0.166,0.051,3,10
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,12.0,12.0,12.5,11616,Northbound Granville St @ W Pender St,11.87,12489,Eastbound W Hastings St @ Abbott St,12.66,10,1,6,3,0.235,0.206,0.1,3,10
6624,019,Kingsway,Regular Bus,1,312414,2.0,2.0,2.5,184,Northbound Main St @ E Georgia St,1.98,91,Westbound W Pender St @ Carrall St,2.53,10,3,6,1,0.137,0.148,0.0,2,10
37810,R4,41st Avenue,RapidBus,1,313453,8.5,8.5,9.0,287,Westbound W 41 Ave @ Granville St,8.4,12632,Westbound W 41 Ave @ East Blvd,9.46,10,2,4,4,0.21,0.182,0.053,6,10
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,7.5,7.5,8.0,11403,Northbound Granville St @ W 10 Ave,7.45,11426,Northbound Granville St @ Drake St,9.25,10,1,1,8,0.313,0.315,0.068,4,10
6636,049,49th Avenue,Regular Bus,0,312498,13.0,13.0,13.5,1985,Eastbound W 49 Ave @ Alberta St,12.7,1988,Eastbound E 49 Ave @ Main St,13.54,10,4,4,2,0.145,0.11,0.047,4,10
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,8.0,8.0,8.5,11475,Southbound Granville St @ Drake St,7.59,542,Westbound W 5th Ave Offramp @ Granville St,8.95,10,0,2,8,0.311,0.269,0.214,3,10
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,12.0,12.0,12.5,594,Westbound W 4th Ave @ Blenheim St,11.88,597,Westbound W 4th Ave @ Wallace St,12.84,10,0,3,7,0.275,0.288,0.141,5,8
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,5.0,5.0,5.5,231,Southbound Main St @ E Hastings St,4.89,93,Westbound W Pender St @ Abbott St,5.58,10,1,4,5,0.269,0.243,0.046,4,7
6705,321,King George Blvd,Regular Bus,0,312945,20.5,20.5,21.0,5477,Northbound King George Blvd @ 9300 Block,20.27,5041,Northbound King George Blvd @ Fraser Hwy,21.19,10,2,1,7,0.308,0.376,0.046,5,10
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,4.5,4.5,5.0,12867,Northbound Renfrew St @ E Pender St,4.21,737,Westbound E Hastings St @ Nanaimo St,5.3,10,0,5,5,0.29,0.291,0.192,3,9
6627,025,King Edward,Regular Bus,1,312455,11.0,11.0,11.5,12987,Westbound E King Edward Ave @ Prince Edward St,10.71,1585,Westbound W King Edward Ave @ Columbia St,11.74,10,1,6,3,0.265,0.216,0.026,2,10
6619,009,Broadway,Regular Bus,0,312285,5.5,5.5,6.0,12764,Eastbound W Broadway @ Ash St,5.13,2120,Eastbound E Broadway @ Main St,6.26,10,0,3,7,0.291,0.282,0.193,2,10
6712,335,Newton Exchange/Surrey Central Station,Regular Bus,0,314717,15.5,15.5,16.0,11905,Westbound 72 Ave @ 152 St,15.45,11910,Westbound 72 Ave @ 148 St,16.24,10,1,4,5,0.238,0.245,0.089,3,10
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,2.5,2.5,3.0,8604,Aberdeen Station @ Bay 1,2.38,6948,Eastbound Cambie Rd @ Odlin Cres,3.2,10,2,3,5,0.208,0.215,0.055,3,10
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,14.5,14.5,15.0,602,Westbound W 4th Ave @ Sasamat St,14.22,606,Blanca Loop @ Bay 2,15.07,10,3,5,2,0.146,0.122,0.0,4,9
6619,009,Broadway,Regular Bus,0,312285,2.5,2.5,3.0,326,Eastbound W Broadway @ Arbutus St,2.29,329,Eastbound W Broadway @ Fir St,3.3,10,0,4,6,0.29,0.344,0.174,2,10
6624,019,Kingsway,Regular Bus,1,312413,6.0,6.0,6.5,1198,Westbound Kingsway @ Victoria Dr,5.87,1201,Westbound Kingsway @ Dumfries St,6.51,10,5,1,4,0.183,0.103,0.017,4,10
6627,025,King Edward,Regular Bus,1,312455,9.0,9.0,9.5,1575,Westbound E King Edward Ave @ Kingsway,8.98,1577,Westbound E King Edward Ave @ Inverness St,9.52,9,3,3,3,0.209,0.205,0.044,3,9
6625,020,Victoria,Regular Bus,1,312428,4.5,4.5,5.0,1244,Southbound Commercial Dr @ E Hastings St,4.5,1247,Southbound Commercial Dr @ Parker St,5.1,9,0,6,3,0.214,0.205,0.101,2,9
6625,020,Victoria,Regular Bus,1,312427,6.0,6.0,6.5,12919,Southbound Commercial Dr @ E 3rd Ave,5.72,973,Southbound Commercial Dr @ E 12 Ave,6.68,9,2,6,1,0.167,0.138,0.046,2,9
6627,025,King Edward,Regular Bus,0,312450,15.5,15.5,16.0,1154,Eastbound Kingsway @ Miller St,15.24,1538,Northbound Nanaimo St @ Galt St,16.22,9,1,6,2,0.208,0.177,0.0,1,9
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,2.5,2.5,3.0,313,Northbound Dunbar St @ W 18 Ave,2.47,316,Northbound Alma St @ W 12 Ave,3.17,9,5,3,1,0.145,0.099,0.044,3,6
37810,R4,41st Avenue,RapidBus,1,313453,18.0,18.0,18.5,10960,Eastbound W 16 Ave @ Wesbrook Mall,17.45,12600,UBC Exchange @ Unloading Only,19.47,9,2,5,2,0.169,0.178,0.007,7,8
6625,020,Victoria,Regular Bus,1,312428,5.5,5.5,6.0,1249,Southbound Commercial Dr @ Kitchener St,5.5,1253,Southbound Commercial Dr @ E 6th Ave,6.27,9,3,2,4,0.226,0.199,0.085,2,9
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,13.0,13.0,13.5,947,Eastbound E Hastings St @ Campbell Ave,12.96,949,Eastbound E Hastings St @ Clark Dr,13.53,9,2,3,4,0.287,0.222,0.058,6,9
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,15.5,15.5,16.0,360,Southbound Alma St @ W 6th Ave,15.33,364,Southbound Dunbar Diversion @ W 14 Ave,16.09,9,3,3,3,0.195,0.171,0.048,2,9
37810,R4,41st Avenue,RapidBus,1,313453,7.5,7.5,8.0,11354,Oakridge-41st Ave Station  @ Bay 4,6.7,287,Westbound W 41 Ave @ Granville St,8.4,9,2,2,5,0.27,0.394,0.052,7,9
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,16.5,16.5,17.0,365,Southbound Dunbar St @ W 15 Ave,16.25,370,Southbound Dunbar St @ W King Edward Ave,17.32,9,0,2,7,0.312,0.301,0.101,6,9
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,10.5,10.5,11.0,12815,Westbound W 4th Ave @ Yew St,10.22,591,Westbound W 4th Ave @ Macdonald St,11.2,9,0,3,6,0.26,0.272,0.132,4,8
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,2.0,2.0,2.5,310,Northbound Dunbar St @ W King Edward Ave,1.78,315,Northbound Dunbar Diversion @ W 14 Ave,2.93,9,1,3,5,0.234,0.251,0.098,4,8
37807,R5,Hastings St,RapidBus,1,313460,16.0,16.0,16.5,503,Westbound E Hastings St @ Commercial Dr,14.43,185,Westbound E Hastings St @ Main St,16.51,9,3,6,0,0.106,0.103,0.059,2,9
