route_id,route_short_name,route_long_name,route_type,direction_id,shape_id,route_segment_km,segment_start_km,segment_end_km,stop_before_id,stop_before_name,stop_before_dist_km,stop_after_id,stop_after_name,stop_after_dist_km,bunching_events,severe_events,high_events,moderate_events,avg_gap_km,median_gap_km,closest_gap_km,vehicles_involved,active_timestamps
6705,321,King George Blvd,Regular Bus,1,312952,6.5,6.5,7.0,5506,Southbound King George Blvd @ 73A Ave,6.42,5633,Newton Exchange @ Bay 6,7.05,23,0,4,19,0.336,0.321,0.117,5,23
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,3.0,3.0,3.5,315,Northbound Dunbar Diversion @ W 14 Ave,2.93,675,Northbound Alma St @ W 7th Ave,3.66,23,10,8,5,0.183,0.192,0.048,4,20
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,1,312669,3.5,3.5,4.0,3066,Westbound Lougheed Hwy @ Westwood St,2.91,3780,Northbound Pinetree Way @ Anson Ave,4.68,23,4,4,15,0.3,0.332,0.05,4,23
6627,025,King Edward,Regular Bus,1,312455,6.5,6.5,7.0,694,Southbound Nanaimo St @ E 22 Ave,6.47,1573,Southbound Nanaimo St @ E 28 Ave,7.22,23,15,5,3,0.126,0.088,0.014,4,23
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,12.0,12.0,12.5,11527,Northbound Granville St @ W Hastings St,11.99,12720,Eastbound W Cordova St @ Carrall St,12.79,23,8,13,2,0.144,0.109,0.052,3,20
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,1.5,1.5,2.0,1088,Northbound Renfrew St @ E 17 Ave,1.42,1092,Northbound Renfrew St @ E Broadway,2.25,22,0,7,15,0.322,0.375,0.108,6,20
37810,R4,41st Avenue,RapidBus,1,313453,2.0,2.0,2.5,1190,Westbound E 41 Ave @ Rupert St,1.24,709,Westbound E 41 Ave @ Victoria Dr,2.9,22,3,7,12,0.264,0.302,0.04,8,21
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,9.0,9.0,9.5,405,Eastbound W 4th Ave @ Fir St,8.68,11426,Northbound Granville St @ Drake St,10.62,22,4,10,8,0.202,0.139,0.011,5,20
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,9.5,9.5,10.0,11429,Northbound Granville St @ Davie St,9.39,11523,Northbound Granville St @ W Georgia St,10.12,22,0,16,6,0.217,0.174,0.163,4,20
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,12.0,12.0,12.5,11475,Southbound Granville St @ Drake St,11.12,544,Southbound Granville St @ W 7th Ave,12.6,22,6,8,8,0.211,0.203,0.011,6,21
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,15.5,15.5,16.0,951,Eastbound E Hastings St @ Commercial Dr,15.4,954,Eastbound E Hastings St @ Templeton Dr,16.17,22,6,10,6,0.178,0.14,0.0,4,19
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,14.0,14.0,14.5,435,Eastbound Powell St @ Clark Dr,13.52,440,Eastbound Dundas St @ Lakewood Dr,14.68,22,6,9,7,0.208,0.211,0.0,5,16
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,17.0,17.0,17.5,1115,Southbound West Blvd @ W 39 Ave,16.91,12787,Southbound West Blvd @ W 46th Ave,17.62,22,5,10,7,0.209,0.205,0.059,6,19
6624,019,Kingsway,Regular Bus,0,312403,5.5,5.5,6.0,10814,Southbound Main St @ E 2nd Ave,5.37,1143,Eastbound Kingsway @ E Broadway,6.07,22,0,20,2,0.186,0.187,0.104,4,22
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,6.5,6.5,7.0,859,Westbound W Hastings St @ Richards St,6.48,11524,Southbound Granville St @ W Georgia St,7.05,22,0,8,14,0.301,0.339,0.113,6,22
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,1.5,1.5,2.0,11388,Lansdowne Station @ Bay 1,1.34,8604,Aberdeen Station @ Bay 1,2.38,22,1,8,13,0.283,0.267,0.038,5,21
37810,R4,41st Avenue,RapidBus,0,313452,16.5,16.5,17.0,1130,Eastbound E 41 Ave @ Victoria Dr,16.43,1133,Eastbound E 41 Ave @ Clarendon St,17.19,22,5,4,13,0.285,0.362,0.0,10,22
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,14.0,14.0,14.5,12705,Westbound W 12th Ave @ Cypress St,13.83,1105,Southbound Arbutus St @ W 16 Ave,14.58,22,11,0,11,0.221,0.202,0.008,5,21
37810,R4,41st Avenue,RapidBus,1,313453,4.5,4.5,5.0,713,Westbound E 41 Ave @ Knight St,3.76,11632,Westbound E 41 Ave @ Main St,5.56,21,3,11,7,0.205,0.185,0.006,9,20
6641,099,Broadway B-Line,B-Line,0,312527,6.0,6.0,6.5,9530,Eastbound W Broadway @ Alma St,4.9,11724,Eastbound W Broadway @ Yew St,7.1,21,0,8,13,0.267,0.261,0.122,8,21
6627,025,King Edward,Regular Bus,0,312450,17.5,17.5,18.0,697,Eastbound E 22 Ave @ Nanaimo St,17.2,1544,Eastbound E 22 Ave @ Boyd Diversion,18.12,21,7,2,12,0.258,0.35,0.052,2,21
6641,099,Broadway B-Line,B-Line,0,312527,7.5,7.5,8.0,11724,Eastbound W Broadway @ Yew St,7.1,12721,Eastbound W Broadway @ Granville St,8.22,21,0,6,15,0.341,0.344,0.171,8,21
6641,099,Broadway B-Line,B-Line,1,312530,7.5,7.5,8.0,11422,Westbound W Broadway @ Arbutus St,6.62,361,Southbound Alma St @ W 10 Ave,9.03,21,1,9,11,0.253,0.261,0.059,5,21
6624,019,Kingsway,Regular Bus,1,312413,9.5,9.5,10.0,178,Northbound Main St @ E 5th Ave,9.49,181,Main Street-Science World Station @ Bay 2,10.23,21,2,5,14,0.271,0.278,0.065,6,21
6641,099,Broadway B-Line,B-Line,0,312527,12.5,12.5,13.0,10620,Eastbound E Broadway  @ Fraser St,12.01,8916,Northbound Commercial Dr @ N Grandview Hwy,13.5,21,11,6,4,0.152,0.083,0.055,10,21
6624,019,Kingsway,Regular Bus,1,312413,8.0,8.0,8.5,1204,Westbound Kingsway @ Windsor St,7.52,1208,Westbound Kingsway @ E 12 Ave,8.68,20,3,6,11,0.285,0.277,0.06,7,20
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,1,312849,8.0,8.0,8.5,4662,Westbound Marine Dr @ 11 St,7.95,4664,Westbound Marine Dr @ 15 St,8.68,20,1,6,13,0.276,0.286,0.098,3,20
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,20.0,20.0,20.5,11644,Southbound No. 3 Rd @ Browngate Rd,19.82,12080,Lansdowne Station @ Bay 3,20.63,20,3,6,11,0.252,0.259,0.037,5,20
6624,019,Kingsway,Regular Bus,1,312413,2.0,2.0,2.5,1178,Westbound Kingsway @ Inman Ave,1.76,13125,Westbound Kingsway @ Aberdeen St,2.69,20,4,2,14,0.309,0.409,0.009,4,20
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,19.0,19.0,19.5,6623,Westbound Cambie Rd @ Sexsmith Rd,18.99,8800,Aberdeen Station @ Bay 2,19.65,20,2,12,6,0.236,0.208,0.057,4,20
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,9.0,9.0,9.5,186,Westbound W Hastings St @ Carrall St,8.86,11526,Southbound Granville St @ W Pender St,9.84,20,3,6,11,0.259,0.276,0.054,4,17
6641,099,Broadway B-Line,B-Line,1,312530,4.0,4.0,4.5,11088,Broadway-City Hall Station @ Bay 4,3.77,545,Westbound W Broadway @ Granville St,5.57,20,0,12,8,0.276,0.178,0.14,5,20
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,9.0,9.0,9.5,4879,Northbound Granville St @ W 5th Ave,7.92,11532,Northbound Granville St @ Smithe St,9.93,20,3,7,10,0.281,0.284,0.0,6,20
6624,019,Kingsway,Regular Bus,1,312413,13.0,13.0,13.5,9307,Westbound W Pender St @ Burrard St,12.61,8643,Westbound W Georgia St @ Cardero St,13.66,20,1,6,13,0.259,0.266,0.0,6,18
6641,099,Broadway B-Line,B-Line,0,312527,4.5,4.5,5.0,279,Eastbound W 10 Ave @ Sasamat St,3.04,322,Eastbound W Broadway @ Macdonald St,6.18,20,2,5,13,0.278,0.251,0.051,6,20
6624,019,Kingsway,Regular Bus,1,312413,5.5,5.5,6.0,702,Westbound Kingsway @ Nanaimo St,5.22,1199,Westbound Kingsway @ Miller St,6.19,20,4,3,13,0.259,0.302,0.06,5,20
6636,049,49th Avenue,Regular Bus,0,312498,14.0,14.0,14.5,1989,Eastbound E 49 Ave @ Prince Edward St,13.84,1993,Eastbound E 49 Ave @ Prince Albert St,14.54,20,4,4,12,0.277,0.295,0.044,5,20
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,14.0,14.0,14.5,950,Eastbound E Hastings St @ McLean Dr,13.75,954,Eastbound E Hastings St @ Templeton Dr,14.8,19,1,1,17,0.37,0.423,0.0,7,19
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,9.0,9.0,9.5,407,Westbound W 5th Ave @ Granville St,7.77,11532,Northbound Granville St @ Smithe St,9.89,19,3,7,9,0.257,0.249,0.0,4,14
6619,009,Broadway,Regular Bus,1,312305,8.0,8.0,8.5,468,Westbound W Broadway @ Spruce St,7.86,545,Westbound W Broadway @ Granville St,8.66,19,1,7,11,0.273,0.301,0.0,4,19
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,7.5,7.5,8.0,10976,Southbound Main St @ Powell St,7.34,93,Westbound W Pender St @ Abbott St,8.24,18,3,6,9,0.244,0.24,0.048,2,18
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,1,312849,7.0,7.0,7.5,4659,Westbound Marine Dr @ Capilano River,6.64,4661,Westbound Marine Dr @ Main St,7.66,18,3,9,6,0.184,0.136,0.051,6,18
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,5.5,5.5,6.0,398,Eastbound W 4th Ave @ Trafalgar St,5.5,12813,Eastbound W 4th Ave @ Yew St,6.2,18,0,6,12,0.285,0.342,0.171,3,16
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,3.0,3.0,3.5,6615,Eastbound Cambie Rd @ Brown Rd,2.91,6950,Eastbound Cambie Rd @ Stolberg St,3.74,18,1,6,11,0.26,0.272,0.014,4,18
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,17.5,17.5,18.0,6975,Eastbound Westminster Hwy @ Willett Ave,17.19,6976,Eastbound Ewen Ave @ Hume St,18.44,18,8,1,9,0.231,0.267,0.0,5,18
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,2.0,2.0,2.5,11381,Northbound No. 3 Rd @ Leslie Rd,1.96,11411,Eastbound Cambie Rd @ Hazelbridge Way,2.68,18,2,2,14,0.359,0.383,0.039,4,16
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,13.5,13.5,14.0,942,Eastbound E Hastings St @ Main St,13.23,946,Eastbound E Hastings St @ Hawks Ave,14.15,18,0,9,9,0.281,0.243,0.127,7,17
6624,019,Kingsway,Regular Bus,0,312403,5.0,5.0,5.5,235,Main Street-Science World Station @ Bay 1,4.88,9067,Southbound Main St @ E 5th Ave,5.65,18,1,11,6,0.206,0.183,0.089,5,18
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,14.0,14.0,14.5,945,Eastbound E Hastings St @ Princess Ave,13.83,948,Eastbound E Hastings St @ Glen Dr,14.57,18,0,5,13,0.317,0.34,0.124,5,17
6624,019,Kingsway,Regular Bus,0,312403,10.0,10.0,10.5,667,Eastbound Kingsway @ Nanaimo St,9.94,1080,Eastbound Kingsway @ Wales St,10.52,18,2,5,11,0.258,0.259,0.032,4,18
37810,R4,41st Avenue,RapidBus,0,313452,14.0,14.0,14.5,255,Eastbound E 41 Ave @ Main St,13.7,12134,Eastbound E 41 Ave @ Fraser St,14.51,18,5,4,9,0.226,0.252,0.0,9,18
6625,020,Victoria,Regular Bus,1,312428,8.0,8.0,8.5,977,Southbound Victoria Dr @ Victoria Diversion,7.69,704,Southbound Victoria Dr @ Kingsway,8.58,18,2,7,9,0.267,0.261,0.028,3,18
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,11.5,11.5,12.0,12720,Eastbound W Cordova St @ Carrall St,11.43,430,Eastbound E Cordova St @ Dunlevy Ave,12.15,18,3,7,8,0.225,0.245,0.05,4,13
37810,R4,41st Avenue,RapidBus,0,313452,13.5,13.5,14.0,12586,Oakridge-41st Ave Station @ Bay 3,12.76,12134,Eastbound E 41 Ave @ Fraser St,14.51,18,5,3,10,0.258,0.263,0.052,9,18
37810,R4,41st Avenue,RapidBus,1,313453,6.0,6.0,6.5,11632,Westbound E 41 Ave @ Main St,5.56,11354,Oakridge-41st Ave Station  @ Bay 4,6.7,18,0,5,13,0.325,0.333,0.102,9,18
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,11.0,11.0,11.5,35,Waterfront Station @ Bay 3,10.87,429,Eastbound E Cordova St @ Main St,11.85,18,2,7,9,0.258,0.266,0.032,4,15
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,7.0,7.0,7.5,404,Eastbound W 4th Ave @ Burrard St,6.91,407,Westbound W 5th Ave @ Granville St,7.77,18,3,10,5,0.216,0.201,0.069,3,14
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,13.0,13.0,13.5,12720,Eastbound W Cordova St @ Carrall St,12.79,430,Eastbound E Cordova St @ Dunlevy Ave,13.51,18,4,7,7,0.182,0.16,0.0,3,14
6728,410,Brighouse Station/22nd St Station,Regular Bus,0,313126,19.0,19.0,19.5,6978,Eastbound Ewen Ave @ Gifford St,18.73,10929,22nd Street Station @ Unloading Only,21.45,18,3,2,13,0.284,0.299,0.019,3,18
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,15.0,15.0,15.5,954,Eastbound E Hastings St @ Templeton Dr,14.8,957,Eastbound E Hastings St @ Slocan St,15.58,17,0,9,8,0.267,0.192,0.143,6,17
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,8.5,8.5,9.0,404,Eastbound W 4th Ave @ Burrard St,8.32,407,Westbound W 5th Ave @ Granville St,9.18,17,6,5,6,0.201,0.185,0.015,4,16
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,10.5,10.5,11.0,11475,Southbound Granville St @ Drake St,10.26,542,Westbound W 5th Ave Offramp @ Granville St,11.61,17,6,5,6,0.207,0.147,0.055,2,13
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,6.5,6.5,7.0,12813,Eastbound W 4th Ave @ Yew St,6.2,405,Eastbound W 4th Ave @ Fir St,7.27,17,0,8,9,0.269,0.345,0.17,5,15
6641,099,Broadway B-Line,B-Line,1,312530,2.0,2.0,2.5,10619,Westbound E Broadway @ Fraser St,1.87,12822,Westbound E Broadway @ Ontario St,2.95,17,0,5,12,0.307,0.296,0.142,5,17
6624,019,Kingsway,Regular Bus,1,312413,13.5,13.5,14.0,11643,Westbound W Pender St @ Broughton St,13.39,9105,Westbound Stanley Park Dr @ Pipeline Rd,14.52,17,0,5,12,0.289,0.322,0.158,5,16
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,17.0,17.0,17.5,368,Southbound Dunbar St @ W 21 Ave,16.9,371,Southbound Dunbar St @ W 27 Ave,17.52,17,5,9,3,0.167,0.174,0.053,4,14
6627,025,King Edward,Regular Bus,1,312455,18.0,18.0,18.5,311,Northbound Dunbar St @ W 22 Ave,17.82,1605,Westbound W 16 Ave @ Wallace St,18.82,17,3,9,5,0.223,0.152,0.054,4,17
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,9.0,9.0,9.5,405,Eastbound W 4th Ave @ Fir St,8.63,11426,Northbound Granville St @ Drake St,10.57,17,7,8,2,0.135,0.15,0.011,3,14
6705,321,King George Blvd,Regular Bus,0,312945,15.0,15.0,15.5,5460,Northbound 138 St @ 68 Ave,14.74,5700,Newton Exchange @ Bay 2,15.7,17,7,2,8,0.216,0.242,0.01,5,17
37810,R4,41st Avenue,RapidBus,1,313453,11.0,11.0,11.5,297,Westbound W 41 Ave @ Carnarvon St,10.86,1907,Dunbar Loop @ Bay 5,11.76,17,3,8,6,0.263,0.242,0.074,8,17
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,8.5,8.5,9.0,93,Westbound W Pender St @ Abbott St,8.24,11524,Southbound Granville St @ W Georgia St,9.18,17,2,4,11,0.314,0.345,0.097,3,17
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,6.0,6.0,6.5,186,Westbound W Hastings St @ Carrall St,5.86,11526,Southbound Granville St @ W Pender St,6.83,17,1,1,15,0.335,0.349,0.1,3,17
6624,019,Kingsway,Regular Bus,0,312403,6.0,6.0,6.5,778,Eastbound Kingsway @ Main St,5.91,1145,Eastbound Kingsway @ E 13 Ave,6.57,17,1,4,12,0.311,0.37,0.021,4,17
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,19.5,19.5,20.0,6624,Westbound Cambie Rd @ Hazelbridge Way,19.31,8588,Southbound No. 3 Rd @ Leslie Rd,20.18,17,1,7,9,0.268,0.292,0.038,5,17
6641,099,Broadway B-Line,B-Line,0,312527,8.5,8.5,9.0,12721,Eastbound W Broadway @ Granville St,8.22,2118,Eastbound W Broadway @ Heather St,9.66,17,1,5,11,0.274,0.344,0.0,10,17
6624,019,Kingsway,Regular Bus,1,312413,6.5,6.5,7.0,1199,Westbound Kingsway @ Miller St,6.19,1203,Westbound Kingsway @ Inverness St,7.18,17,4,6,7,0.208,0.166,0.008,4,17
37810,R4,41st Avenue,RapidBus,0,313452,1.5,1.5,2.0,12652,Southbound Wesbrook Mall @ Agronomy Rd,0.6,12625,Dunbar Loop @ Bay 7,7.62,16,2,7,7,0.254,0.191,0.022,10,16
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,11.0,11.0,11.5,939,Eastbound W Hastings St @ Homer St,10.97,942,Eastbound E Hastings St @ Main St,11.86,16,0,9,7,0.274,0.223,0.101,6,16
6624,019,Kingsway,Regular Bus,1,312413,5.0,5.0,5.5,701,Westbound Kingsway @ Slocan St,4.85,703,Westbound Kingsway @ Gladstone St,5.53,16,7,5,4,0.167,0.116,0.006,5,16
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,10.5,10.5,11.0,407,Westbound W 5th Ave @ Granville St,9.13,11532,Northbound Granville St @ Smithe St,11.24,16,1,7,8,0.264,0.288,0.086,3,16
6641,099,Broadway B-Line,B-Line,0,312527,12.0,12.0,12.5,887,Eastbound E Broadway @ Kingsway,11.16,9051,Eastbound E Broadway @ Clark Dr,12.91,16,1,2,13,0.331,0.35,0.079,10,16
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,12.0,12.0,12.5,109,Southbound Macdonald St @ W 6th Ave,11.91,571,Westbound W Broadway @ Balaclava St,12.62,16,1,5,10,0.275,0.277,0.054,3,16
6624,019,Kingsway,Regular Bus,0,312403,8.0,8.0,8.5,1149,Eastbound Kingsway @ Glen Dr,7.82,1152,Eastbound Kingsway @ Dumfries St,8.58,16,8,5,3,0.148,0.128,0.01,5,16
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,5.0,5.0,5.5,13011,Westbound E Hastings St @ Penticton St,4.87,738,Westbound E Hastings St @ Templeton Dr,5.52,16,3,10,3,0.189,0.19,0.094,2,13
6624,019,Kingsway,Regular Bus,0,312403,3.5,3.5,4.0,80,Eastbound W Pender St @ Hamilton St,3.24,524,Eastbound E Pender St @ Main St,4.04,16,1,6,9,0.276,0.293,0.025,6,16
6728,410,Brighouse Station/22nd St Station,Regular Bus,1,313131,20.5,20.5,21.0,10612,Southbound No. 3 Rd @ Alderbridge Way,20.43,11470,Southbound No. 3 Rd @ Westminster Hwy,21.21,16,3,7,6,0.186,0.156,0.001,5,16
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,7.5,7.5,8.0,400,Eastbound W 4th Ave @ Balsam St,7.28,404,Eastbound W 4th Ave @ Burrard St,8.32,16,0,9,7,0.249,0.175,0.172,4,12
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,10.5,10.5,11.0,407,Westbound W 5th Ave @ Granville St,9.18,11532,Northbound Granville St @ Smithe St,11.3,16,0,5,11,0.321,0.332,0.163,3,12
6641,099,Broadway B-Line,B-Line,1,312530,4.5,4.5,5.0,934,Westbound W Broadway @ Willow St,4.26,545,Westbound W Broadway @ Granville St,5.57,16,0,4,12,0.317,0.344,0.171,6,16
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,8.5,8.5,9.0,404,Eastbound W 4th Ave @ Burrard St,8.26,407,Westbound W 5th Ave @ Granville St,9.13,16,5,8,3,0.175,0.149,0.044,3,12
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,14.5,14.5,15.0,947,Eastbound E Hastings St @ Campbell Ave,14.33,950,Eastbound E Hastings St @ McLean Dr,15.12,16,1,7,8,0.263,0.246,0.07,7,16
6622,016,29th Avenue Station/Arbutus,Regular Bus,1,312384,8.5,8.5,9.0,185,Westbound E Hastings St @ Main St,8.42,3429,Westbound W Hastings St @ Abbott St,9.07,16,1,10,5,0.211,0.182,0.067,2,12
6624,019,Kingsway,Regular Bus,1,312414,3.5,3.5,4.0,13126,Westbound W Pender St @ Howe St,3.49,1484,Westbound W Pender St @ Bute St,4.19,16,7,4,5,0.19,0.154,0.046,4,16
6624,019,Kingsway,Regular Bus,0,312403,3.0,3.0,3.5,78,Eastbound W Pender St @ Seymour St,2.93,9063,Eastbound W Pender St @ Abbott St,3.52,16,4,5,7,0.224,0.242,0.0,3,16
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,0,312836,8.0,8.0,8.5,11673,Eastbound Marine Dr Offramp @ Lions Gate Bridge,4.14,981,Eastbound W Georgia St @ Denman St,8.52,16,0,7,9,0.302,0.289,0.158,3,16
6687,250,Horseshoe Bay/Dundarave/Vancouver,Express / Regional,1,312849,8.5,8.5,9.0,4832,Westbound Marine Dr @ 14 St,8.49,4666,Westbound Marine Dr @ 18 St,9.08,16,0,4,12,0.309,0.285,0.133,3,16
37810,R4,41st Avenue,RapidBus,1,313453,4.0,4.0,4.5,713,Westbound E 41 Ave @ Knight St,3.76,718,Westbound E 41 Ave @ Fraser St,4.76,16,3,2,11,0.292,0.291,0.1,8,16
6636,049,49th Avenue,Regular Bus,0,312498,16.5,16.5,17.0,2001,Eastbound E 49 Ave @ Gladstone St,16.44,2005,Eastbound E 49 Ave @ Vivian St,17.33,16,2,6,8,0.249,0.222,0.078,7,15
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,14.5,14.5,15.0,439,Eastbound Powell St @ Victoria Dr,14.4,676,Southbound Nanaimo St @ Dundas St,15.07,16,4,3,9,0.257,0.325,0.001,4,16
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,7.5,7.5,8.0,405,Eastbound W 4th Ave @ Fir St,7.27,11426,Northbound Granville St @ Drake St,9.21,15,3,10,2,0.173,0.15,0.011,3,12
6667,160,Port Coquitlam Station/Kootenay Loop,Express / Regional,0,312666,21.5,21.5,22.0,12280,Lincoln Station @ Bay 1,20.78,3054,Eastbound Lougheed Hwy @ Westwood St,22.78,15,2,1,12,0.341,0.399,0.0,4,15
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,13.0,13.0,13.5,572,Westbound W Broadway @ Blenheim St,12.9,361,Southbound Alma St @ W 10 Ave,13.54,15,4,3,8,0.243,0.293,0.048,3,15
6641,099,Broadway B-Line,B-Line,0,312527,5.5,5.5,6.0,9530,Eastbound W Broadway @ Alma St,4.9,322,Eastbound W Broadway @ Macdonald St,6.18,15,1,5,9,0.283,0.28,0.085,6,15
37810,R4,41st Avenue,RapidBus,1,313453,3.0,3.0,3.5,709,Westbound E 41 Ave @ Victoria Dr,2.9,713,Westbound E 41 Ave @ Knight St,3.76,15,1,6,8,0.255,0.304,0.011,9,15
6614,004,Powell/UBC Exchange,Regular Bus,1,312245,5.5,5.5,6.0,91,Westbound W Pender St @ Carrall St,5.33,95,Westbound W Pender St @ Seymour St,6.07,15,3,2,10,0.28,0.299,0.066,4,13
6617,007,Nanaimo Station/Dunbar,Regular Bus,0,312261,17.5,17.5,18.0,687,Southbound Nanaimo St @ E 5th Ave,17.14,8838,Southbound Nanaimo St @ Grandview Hwy,18.04,15,4,4,7,0.259,0.234,0.035,5,15
37810,R4,41st Avenue,RapidBus,1,313453,11.5,11.5,12.0,297,Westbound W 41 Ave @ Carnarvon St,10.86,10960,Eastbound W 16 Ave @ Wesbrook Mall,17.45,15,7,1,7,0.227,0.109,0.054,9,14
16718,014,Hastings/UBC Exchange,Regular Bus,1,312346,1.5,1.5,2.0,2743,Westbound E Hastings St @ Renfrew St,1.28,737,Westbound E Hastings St @ Nanaimo St,2.3,15,0,11,4,0.24,0.195,0.19,4,15
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,5.5,5.5,6.0,10651,Eastbound W Broadway @ Blenheim St,5.45,60,Northbound Macdonald St @ W Broadway,6.17,15,0,3,12,0.376,0.425,0.139,4,13
37810,R4,41st Avenue,RapidBus,1,313453,7.0,7.0,7.5,11354,Oakridge-41st Ave Station  @ Bay 4,6.7,195,Westbound W 41 Ave @ Oak St,7.52,15,2,4,9,0.297,0.388,0.002,7,15
37810,R4,41st Avenue,RapidBus,0,313452,8.5,8.5,9.0,381,Eastbound W 41 Ave @ Carnarvon St,8.49,13151,Eastbound W 41 Ave @ Maple St,9.97,15,0,4,11,0.33,0.327,0.114,8,15
6636,049,49th Avenue,Regular Bus,0,312498,18.5,18.5,19.0,12187,Eastbound E 49 Ave @ Doman St,18.33,1660,Eastbound E 49 Ave @ Arlington St,19.0,15,2,5,8,0.251,0.26,0.068,5,15
6627,025,King Edward,Regular Bus,0,312450,14.5,14.5,15.0,1535,Eastbound E King Edward Ave @ Glen Dr,14.2,1153,Eastbound Kingsway @ Perry St,15.01,15,1,3,11,0.286,0.282,0.09,2,13
6614,004,Powell/UBC Exchange,Regular Bus,0,312231,10.0,10.0,10.5,407,Westbound W 5th Ave @ Granville St,9.13,11426,Northbound Granville St @ Drake St,10.57,15,2,11,2,0.185,0.159,0.048,3,11
16718,014,Hastings/UBC Exchange,Regular Bus,0,312332,6.0,6.0,6.5,10655,Eastbound W Broadway @ Bayswater St,5.94,397,Eastbound W 4th Ave @ Macdonald St,6.63,15,2,4,9,0.306,0.377,0.054,4,13
6624,019,Kingsway,Regular Bus,0,312403,2.0,2.0,2.5,11220,Eastbound W Pender St @ Jervis St,1.89,76,Eastbound W Pender St @ Burrard St,2.56,15,2,4,9,0.266,0.289,0.051,3,15
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312273,7.0,7.0,7.5,519,Westbound Powell St @ Jackson Ave,6.86,231,Southbound Main St @ E Hastings St,7.55,15,0,9,6,0.268,0.235,0.105,3,15
6619,009,Broadway,Regular Bus,0,312285,4.5,4.5,5.0,12789,Eastbound W Broadway @ Spruce St,4.2,12764,Eastbound W Broadway @ Ash St,5.13,15,1,11,3,0.199,0.189,0.0,3,15
6617,007,Nanaimo Station/Dunbar,Regular Bus,1,312271,8.0,8.0,8.5,11529,Westbound E Pender St @ Main St,7.66,11638,Westbound W Pender St @ Hamilton St,8.54,15,0,11,4,0.17,0.1,0.1,1,15
6622,016,29th Avenue Station/Arbutus,Regular Bus,0,312365,17.5,17.5,18.0,1051,Southbound Renfrew St @ E 1st Ave,17.24,8907,Renfrew Station @ Bay 1,18.35,15,0,7,8,0.294,0.308,0.108,5,15
