route_id,direction_id,shape_id,trip_count
6691,1,312869,4
6691,1,317872,4
6691,1,317871,3
6691,1,312870,3
6691,1,312868,1
6691,1,317873,1
6692,0,312875,118
6692,0,317874,118
6692,0,317875,20
6692,0,312874,20
6692,1,312878,116
6692,1,317876,116
6692,1,312876,22
6692,1,317878,22
6692,1,312877,3
6692,1,317877,3
6693,0,317885,200
6693,0,312885,200
6693,1,312886,200
6693,1,317886,200
6698,0,317901,125
6698,0,312901,125
6698,1,312902,132
6698,1,317902,132
6699,0,317908,13
6699,0,312908,13
6699,1,312909,12
6699,1,317909,12
6700,0,317910,108
6700,0,312911,108
6700,0,317911,15
6700,0,312910,14
6700,1,312913,111
6700,1,317913,111
6700,1,312912,8
6700,1,317914,8
6700,1,317912,1
6700,1,312914,1
6701,0,317916,32
6701,0,312919,32
6701,0,317919,25
6701,0,312916,25
6701,0,317915,7
6701,0,312920,7
6701,0,312915,1
6701,0,317920,1
6701,1,312923,40
6701,1,317921,40
6701,1,312922,25
6701,1,317922,25
6701,1,312921,1
6701,1,317923,1
6702,0,317925,88
6702,0,312924,88
6702,0,317924,2
6702,0,312925,2
6702,1,312927,89
6702,1,317926,89
6702,1,312926,2
6702,1,317927,2
6703,0,317929,219
6703,0,312930,218
6703,0,312931,19
6703,0,317928,19
6703,0,312929,12
6703,0,317930,11
6703,0,317931,8
6703,0,312928,8
6703,1,317932,239
6703,1,314712,237
6703,1,312932,20
6703,1,317933,18
6704,0,312934,113
6704,0,317934,113
6704,0,312933,100
6704,0,317935,100
6704,1,317937,101
6704,1,312937,101
6704,1,312935,99
6704,1,317939,99
6704,1,312938,7
6704,1,317936,7
6704,1,312936,2
6704,1,317938,2
6705,0,312945,231
6705,0,317942,231
6705,0,317943,25
6705,0,312944,25
6705,0,312940,23
6705,0,317947,23
6705,0,312941,16
6705,0,317946,16
6705,0,312942,6
6705,0,317945,6
6705,0,317941,5
6705,0,312946,5
6705,0,312939,2
6705,0,317948,2
6705,0,312947,1
6705,0,317940,1
6705,0,312943,1
6705,0,317944,1
6705,1,312952,232
6705,1,317952,232
6705,1,312949,44
6705,1,317955,44
6705,1,312951,30
6705,1,317953,30
6705,1,317949,4
6705,1,317950,4
6705,1,312955,4
6705,1,312954,4
6705,1,312953,1
6705,1,312948,1
6705,1,312950,1
6705,1,317951,1
6705,1,317956,1
6705,1,317954,1
6706,0,312960,270
6706,0,317959,270
6706,0,317961,31
6706,0,312958,31
6706,1,314713,276
6706,1,317963,270
6706,1,317964,31
6706,1,312963,25
6707,0,312966,130
6707,0,317967,130
6707,0,317969,18
6707,0,312964,17
6707,1,314715,123
6707,1,317970,123
6707,1,312967,22
6707,1,317971,22
6708,0,317972,113
6708,0,312971,112
6708,0,317974,17
6708,0,312969,16
6708,0,312968,1
6708,0,317975,1
6708,0,312970,1
6708,0,317973,1
6708,1,314716,123
6708,1,317976,123
6708,1,317977,9
6708,1,312972,9
6709,0,317979,49
6709,0,312973,49
6709,1,317980,41
6709,1,312976,40
6709,1,317981,16
6709,1,312975,16
6710,0,317982,10
6710,0,312979,10
6710,0,312978,8
6710,0,317983,8
6710,0,317984,1
6710,0,312977,1
6710,1,317985,16
6710,1,312981,16
6710,1,312980,2
6710,1,317986,2
6712,0,317988,217
6712,0,314717,213
6712,0,317989,43
6712,0,312984,42
6712,0,317990,6
6712,0,312983,6
6712,0,314718,3
6712,0,317987,3
6712,1,317992,209
6712,1,312991,209
6712,1,317994,27
6712,1,312989,25
6712,1,312987,6
6712,1,317996,6
6712,1,317998,3
6712,1,312985,3
6712,1,317997,2
6712,1,312986,2
6712,1,312988,2
6712,1,317995,2
6712,1,317993,1
6712,1,312990,1
6713,0,318007,147
6713,0,313000,147
6713,1,313001,138
6713,1,318008,138
6714,0,318022,54
6714,0,313010,53
6714,0,318021,1
6714,0,313011,1
6714,1,313014,35
6714,1,318023,35
6714,1,318024,18
6714,1,313013,18
6715,0,313019,194
6715,0,318028,194
6715,0,313018,24
6715,0,318029,24
6715,1,313021,207
6715,1,318030,207
6715,1,313020,18
6715,1,318031,18
6716,0,313022,11
6716,0,318032,11
6716,1,313023,11
6716,1,318033,11
6717,0,313024,9
6717,0,318034,9
6717,1,318035,10
6717,1,313026,8
6718,0,318067,7
6718,0,313057,6
6718,1,318068,5
6718,1,313058,5
6719,0,318070,4
6719,0,313059,4
6719,0,313060,3
6719,0,318069,3
6719,1,314722,4
6719,1,318071,4
6719,1,318072,1
6719,1,313061,1
6720,0,318073,16
6720,0,313062,15
6720,1,318074,14
6720,1,313063,14
6721,0,318075,11
6721,0,313064,11
6721,1,318076,9
6721,1,313065,9
6722,0,318077,185
6722,0,313066,184
6722,1,318078,179
6722,1,313068,179
6722,1,313067,10
6722,1,318079,10
6723,0,318080,126
6723,0,313069,126
6723,1,313070,80
6723,1,318082,80
6723,1,318081,44
6723,1,313071,44
6724,0,313074,126
6724,0,318084,96
6724,0,318083,92
6724,0,313073,62
6724,0,313072,8
6724,0,318085,8
6724,1,318088,107
6724,1,313077,94
6724,1,313076,74
6724,1,318087,61
6724,1,313078,15
6724,1,318086,15
6725,0,318093,62
6725,0,313079,62
6725,0,313081,36
6725,0,318091,36
6725,0,318090,8
6725,0,313082,8
6725,1,318096,58
6725,1,313084,58
6725,1,318094,44
6725,1,313086,44
6725,1,313085,7
6725,1,318095,7
6725,1,313083,2
6725,1,318097,2
6726,0,318098,43
6726,0,313091,43
6726,0,318100,35
6726,0,313089,35
6726,0,318099,7
6726,0,313090,7
6726,0,313088,5
6726,0,318101,5
6726,0,318102,1
6726,0,313087,1
6726,1,313094,41
6726,1,318106,41
6726,1,313097,37
6726,1,318103,37
6726,1,313096,7
6726,1,318104,7
6726,1,318105,6
6726,1,313095,6
6726,1,318108,1
6726,1,313092,1
6727,0,318112,93
6727,0,313106,92
6727,0,313105,14
6727,0,318113,14
6727,0,318116,7
6727,0,313102,7
6727,1,313115,48
6727,1,318119,48
6727,1,313116,44
6727,1,318118,44
6727,1,318121,12
6727,1,313113,12
6727,1,313107,4
6727,1,318127,4
6727,1,313114,3
6727,1,318120,3
6727,1,313109,2
6727,1,318125,2
6727,1,313108,1
6727,1,313110,1
6727,1,318124,1
6727,1,318126,1
6728,0,313126,199
6728,0,318137,199
6728,0,313125,54
6728,0,318138,54
6728,0,313127,3
6728,0,313128,3
6728,0,318136,3
6728,0,318135,3
6728,1,313131,195
6728,1,318139,195
6728,1,318140,52
6728,1,313130,51
6728,1,318141,10
6728,1,313129,10
6730,0,318164,164
6730,0,313155,163
6730,1,318165,162
6730,1,313158,162
6737,0,318170,151
6737,0,313160,148
6737,0,318168,2
6737,0,313162,2
6737,1,318172,152
6737,1,313164,149
6737,1,313163,2
6737,1,318173,2
6738,0,317228,241
6738,0,318174,241
6738,1,318177,237
6738,1,317229,237
6738,1,313168,6
6738,1,318178,6
6739,0,318192,10
6739,0,313178,8
6739,0,318190,3
6739,0,313180,3
6739,0,313179,1
6739,0,318191,1
6739,1,318196,6
6739,1,313182,6
6739,1,313184,4
6739,1,318194,4
6739,1,318193,1
6739,1,318195,1
6739,1,313183,1
6739,1,313185,1
6741,0,313221,152
6741,0,318226,152
6741,0,313219,12
6741,0,318228,12
6741,0,318229,5
6741,0,313220,5
6741,0,313217,5
6741,0,318227,5
6741,0,313218,5
6741,0,318230,5
6741,0,318231,1
6741,0,313216,1
6741,1,313225,133
6741,1,318235,133
6741,1,318237,18
6741,1,313223,18
6741,1,318233,4
6741,1,313224,4
6741,1,318236,4
6741,1,313227,4
6741,1,313222,3
6741,1,318238,3
6741,1,318234,1
6741,1,313226,1
6742,0,313228,8
6742,0,318239,8
6742,1,313229,10
6742,1,318240,10
6743,0,313231,7
6743,0,318242,7
6743,0,313232,5
6743,0,318241,5
6743,0,313230,1
6743,0,318243,1
6743,1,313233,7
6743,1,318245,7
6743,1,313234,6
6743,1,318244,6
6744,0,318247,7
6744,0,313235,7
6744,0,318246,5
6744,0,313236,5
6744,1,313238,7
6744,1,318248,7
6744,1,313237,5
6744,1,318249,5
6745,0,313239,6
6745,0,318250,6
6745,1,318251,6
6745,1,313240,6
6746,0,313241,6
6746,0,318252,6
6746,1,313242,6
6746,1,318253,6
6747,0,318266,133
6747,0,313255,133
6747,1,313256,132
6747,1,318267,132
6748,0,313261,72
6748,0,318273,72
6748,0,318272,39
6748,0,313262,39
6748,0,313257,12
6748,0,313260,12
6748,0,318274,12
6748,0,318277,12
6748,0,318268,11
6748,0,313266,11
6748,0,318275,11
6748,0,313259,11
6748,0,318271,10
6748,0,313263,10
6748,0,313258,7
6748,0,318276,7
6748,0,318269,1
6748,0,313265,1
6748,1,318280,72
6748,1,313268,72
6748,1,318281,62
6748,1,313267,62
6748,1,318278,11
6748,1,313270,11
6748,1,313269,10
6748,1,318279,10
6749,0,318283,135
6749,0,313275,134
6749,0,313274,68
6749,0,318284,68
6749,0,318286,4
6749,0,313272,4
6749,0,313271,1
6749,0,313276,1
6749,0,318287,1
6749,0,313273,1
6749,0,318282,1
6749,0,318285,1
6749,1,318289,135
6749,1,313279,134
6749,1,318288,71
6749,1,313281,70
6749,1,313277,4
6749,1,318291,4
6749,1,313278,1
6749,1,318290,1
6754,0,313336,1
6754,0,318347,1
6754,1,313337,1
6754,1,318348,1
6761,1,313344,1
6761,1,318356,1
6762,0,318357,1
6762,0,313345,1
6762,1,318358,1
6762,1,313346,1
6770,0,318416,7
6770,0,313404,5
6770,1,318417,7
6770,1,313405,5
6771,0,318418,242
6771,0,313406,206
6771,1,318419,242
6771,1,313407,206
6776,0,312603,52
6776,0,317603,52
6776,1,312604,52
6776,1,317604,52
6777,0,312892,19
6777,0,317891,19
6777,0,317892,3
6777,0,312891,3
6777,1,312894,16
6777,1,317893,16
6777,1,317894,6
6777,1,312893,6
6778,0,317895,23
6778,0,312896,23
6778,1,317897,21
6778,1,312898,21
6779,0,317887,61
6779,0,312888,41
6779,0,312887,1
6779,1,317890,61
6779,1,312889,41
6779,1,312890,1
6780,0,317765,98
6780,0,312765,98
6780,1,312766,90
6780,1,317767,90
6780,1,312767,10
6780,1,317766,10
6790,0,317545,202
6790,0,312545,202
6790,1,317546,202
6790,1,312546,202
6796,0,317553,102
6796,0,312553,102
6796,1,312554,102
6796,1,317554,102
6799,0,313299,50
6799,0,318309,50
6799,0,313300,2
6799,0,318308,2
6799,0,313298,1
6799,0,318310,1
6799,1,313301,50
6799,1,318311,50
6800,0,318313,49
6800,0,313302,49
6800,0,318312,1
6800,0,313303,1
6800,1,313304,52
6800,1,318314,52
6804,0,313320,11
6804,0,318329,11
6804,0,313319,2
6804,0,318330,2
6804,1,318332,10
6804,1,313322,10
6804,1,318331,2
6804,1,313323,2
6804,1,318333,1
6804,1,313321,1
6805,0,318335,8
6805,0,313324,8
6805,0,313325,5
6805,0,318334,5
6805,1,313330,6
6805,1,318336,6
6805,1,313329,5
6805,1,318337,5
6805,1,318340,2
6805,1,313326,2
6805,1,318338,1
6805,1,313328,1
6806,0,317634,119
6806,0,312634,119
6806,1,312635,118
6806,1,317635,118
6811,0,312630,94
6811,0,317630,94
6811,1,312631,94
6811,1,317631,94
6814,0,318209,92
6814,0,313200,92
6814,1,318212,92
6814,1,313203,92
6815,0,313206,52
6815,0,318215,52
6815,1,313207,46
6815,1,318218,46
6816,0,318220,38
6816,0,313208,38
6816,1,313210,38
6816,1,318221,38
6817,0,312632,134
6817,0,317632,134
6817,1,317633,136
6817,1,312633,135
6818,0,313042,87
6818,0,318052,87
6818,1,318053,85
6818,1,313043,85
6819,0,318058,161
6819,0,313046,161
6819,0,313048,15
6819,0,318056,15
6819,0,318057,2
6819,0,313047,2
6819,1,318061,163
6819,1,313049,163
6819,1,318059,16
6819,1,313051,16
6819,1,313050,2
6819,1,318060,2
6821,0,312956,198
6821,0,317957,198
6821,1,312957,199
6821,1,317958,199
6822,0,317903,96
6822,0,312905,96
6822,0,317904,8
6822,0,312904,8
6822,0,317905,1
6822,0,312903,1
6822,1,312907,95
6822,1,317906,95
6822,1,312906,9
6822,1,317907,9
6823,0,313247,60
6823,0,318258,60
6823,1,318259,60
6823,1,313248,60
6825,0,318260,37
6825,0,313250,37
6825,0,313249,21
6825,0,318261,21
6825,1,313252,37
6825,1,318262,37
6825,1,318263,21
6825,1,313251,21
6827,0,318143,34
6827,0,313133,34
6827,0,313134,23
6827,0,318142,23
6827,1,318144,35
6827,1,313136,34
6827,1,313135,23
6827,1,318145,23
6828,0,313140,45
6828,0,318146,45
6828,0,313137,6
6828,0,318149,6
6828,0,318147,3
6828,0,313139,2
6828,0,313138,1
6828,0,318148,1
6828,1,313141,55
6828,1,318152,55
6828,1,318150,1
6828,1,313143,1
6829,0,313148,14
6829,0,318157,14
6829,1,313149,14
6829,1,318158,14
6830,0,318422,18
6830,0,313409,18
6830,0,318420,2
6830,0,313411,2
6830,1,318425,18
6830,1,313412,18
6831,0,313414,9
6831,0,318426,9
6831,1,318427,9
6831,1,313415,9
6833,0,318428,10
6833,0,313416,10
6833,1,318429,11
6833,1,313417,11
6834,0,313419,40
6834,0,318430,40
6834,0,313418,7
6834,0,318431,7
6834,1,313420,10
6834,1,318432,10
6835,0,318433,19
6835,0,313421,19
6835,1,318434,19
6835,1,313422,19
6836,0,313423,9
6836,0,318435,9
6836,1,318436,9
6836,1,313424,9
6837,0,313427,25
6837,0,318438,25
6837,0,318439,4
6837,0,313426,4
6837,0,318437,2
6837,0,313428,2
6837,0,318440,1
6837,0,313425,1
6837,1,318442,6
6837,1,313431,6
6837,1,313429,5
6837,1,318444,5
6837,1,313432,4
6837,1,318441,4
6837,1,318443,2
6837,1,313430,2
6838,0,318445,23
6838,0,313433,23
6838,1,318446,27
6838,1,313434,27
6840,0,318447,19
6840,0,313435,19
6840,1,318448,17
6840,1,313436,17
6841,0,313437,37
6841,0,318450,37
6841,0,313438,4
6841,0,318449,4
6841,1,313439,35
6841,1,318451,35
6843,0,318256,36
6843,0,313245,36
6843,1,313246,36
6843,1,318257,36
6844,0,313253,38
6844,0,318264,38
6844,1,313254,38
6844,1,318265,38
7224,0,313331,39
7224,0,318342,39
7224,0,318341,6
7224,0,313332,5
7224,1,318344,42
7224,1,313333,41
7224,1,314711,2
7224,1,318343,2
7321,0,313052,114
7321,0,318062,114
7321,1,318063,117
7321,1,313053,117
7322,0,317605,52
7322,0,312605,52
7322,1,317606,52
7322,1,312606,52
7509,0,317636,91
7509,0,312636,34
7509,1,317637,91
7509,1,312637,34
8286,0,313039,45
8286,0,318048,45
8286,1,318050,49
8286,1,313041,49
8289,1,318354,2
8289,1,313342,2
8290,0,313004,102
8290,0,318009,101
8290,0,318010,4
8290,0,313003,3
8290,0,313002,1
8290,0,318011,1
8290,1,314719,99
8290,1,318013,97
8290,1,318015,12
8290,1,313005,10
8290,1,314720,1
8290,1,318012,1
9745,0,313150,28
9745,0,318160,28
9745,0,313151,2
9745,0,318159,2
9745,1,318162,26
9745,1,313153,25
9745,1,313152,3
9745,1,318163,3
9745,1,313154,2
9745,1,318161,2
HD,0,4484,2
