route_id,direction_id,shape_id,trip_count
6687,1,312849,173
6687,1,312851,129
6687,1,317845,128
6687,1,312845,6
6687,1,317851,6
6687,1,312847,4
6687,1,317849,4
6687,1,317850,3
6687,1,312846,3
6687,1,317848,2
6687,1,312848,2
6687,1,312852,1
6687,1,317846,1
6687,1,317844,1
6687,1,312844,1
6687,1,317852,1
6687,1,312850,1
6688,0,312853,55
6688,0,317853,55
6688,1,312854,56
6688,1,317854,56
6689,0,317855,54
6689,0,312855,54
6689,1,312857,56
6689,1,317857,56
6690,0,312859,47
6690,0,317860,47
6690,0,317859,9
6690,0,312860,9
6690,1,312861,42
6690,1,317862,42
6690,1,312862,13
6690,1,317861,13
6691,0,317864,45
6691,0,312866,45
6691,0,312867,3
6691,0,312865,3
6691,0,317865,3
6691,0,317863,3
6691,0,312864,1
6691,0,312863,1
6691,0,317867,1
6691,0,317866,1
6691,1,317869,45
6691,1,312872,45
