service_date,collection_timestamp,api_vehicle_timestamp,vehicle_id,route_id,trip_id,direction_id,shape_id,latitude,longitude,approx_shape_dist_traveled,nearest_shape_sequence,projection_error_m
2026-05-23 00:00:00,2026-05-23 05:42:14.081611-07,2026-05-23 05:41:56-07,19026,6641,14925994,1,312529,49.26321792602539,-123.11295318603516,6.5496,110,6.123516420259238
2026-05-23 00:00:00,2026-05-23 05:42:14.081611-07,2026-05-23 05:41:41-07,23002,6641,14925995,1,312529,49.26541519165039,-123.02481842041016,0.0,1,12.621205937740179
2026-05-23 00:00:00,2026-05-23 05:42:44.609165-07,2026-05-23 05:42:26-07,19026,6641,14925994,1,312529,49.263301849365234,-123.11453247070312,6.687,112,20.87615000864755
2026-05-23 00:00:00,2026-05-23 05:42:44.609165-07,2026-05-23 05:41:41-07,23002,6641,14925995,1,312529,49.26541519165039,-123.02481842041016,0.0,1,12.621205937740179
2026-05-23 00:00:00,2026-05-23 05:43:15.150843-07,2026-05-23 05:42:56-07,19026,6641,14925994,1,312529,49.26335144042969,-123.11602020263672,6.6978,114,81.0790312600227
2026-05-23 00:00:00,2026-05-23 05:43:15.150843-07,2026-05-23 05:41:41-07,23002,6641,14925995,1,312529,49.26541519165039,-123.02481842041016,0.0,1,12.621205937740179
2026-05-23 00:00:00,2026-05-23 05:43:45.66947-07,2026-05-23 05:43:27-07,19026,6641,14925994,1,312529,49.26335144042969,-123.1164321899414,6.8867,115,79.73770594766975
2026-05-23 00:00:00,2026-05-23 05:43:45.66947-07,2026-05-23 05:43:16-07,23002,6641,14925995,1,312529,49.26533126831055,-123.02501678466797,0.0,1,6.613425600689358
2026-05-23 00:00:00,2026-05-23 05:44:16.592283-07,2026-05-23 05:43:55-07,19026,6641,14925994,1,312529,49.26335144042969,-123.1164321899414,6.8867,115,79.73770594766975
2026-05-23 00:00:00,2026-05-23 05:44:16.592283-07,2026-05-23 05:43:46-07,23002,6641,14925995,1,312529,49.26314926147461,-123.02906799316406,0.3546,14,35.47604021947067
2026-05-23 00:00:00,2026-05-23 05:44:47.082106-07,2026-05-23 05:44:25-07,19026,6641,14925994,1,312529,49.26335144042969,-123.1164321899414,6.8867,115,79.73770594766975
2026-05-23 00:00:00,2026-05-23 05:44:47.082106-07,2026-05-23 05:44:15-07,23002,6641,14925995,1,312529,49.26198196411133,-123.03302001953125,0.7268,21,9.997585787953277
2026-05-23 00:00:00,2026-05-23 05:45:17.628627-07,2026-05-23 05:45:10-07,19026,6641,14925994,1,312529,49.26335144042969,-123.11658477783203,6.8867,115,68.7944922253875
2026-05-23 00:00:00,2026-05-23 05:45:17.628627-07,2026-05-23 05:44:45-07,23002,6641,14925995,1,312529,49.26198196411133,-123.03350067138672,0.7699,23,14.011441590243502
2026-05-23 00:00:00,2026-05-23 05:45:48.118491-07,2026-05-23 05:45:39-07,19026,6641,14925994,1,312529,49.2634162902832,-123.12026977539062,7.0596,117,30.355776434198937
2026-05-23 00:00:00,2026-05-23 05:45:48.118491-07,2026-05-23 05:45:22-07,23002,6641,14925995,1,312529,49.262001037597656,-123.03434753417969,0.7961,27,27.50167591167496
2026-05-23 00:00:00,2026-05-23 05:46:18.773263-07,2026-05-23 05:46:11-07,19026,6641,14925994,1,312529,49.263431549072266,-123.12226867675781,7.1997,118,35.028200771645714
2026-05-23 00:00:00,2026-05-23 05:46:18.773263-07,2026-05-23 05:45:52-07,23002,6641,14925995,1,312529,49.2619514465332,-123.03923034667969,1.1658,31,12.179344063114733
