shape_id,shape_points,first_sequence,last_sequence,min_shape_distance,max_shape_distance,shape_length_km
312875,259,1,259,0.0,15.5011,15.5
317958,202,1,202,0.0,15.4385,15.44
312957,202,1,202,0.0,15.4385,15.44
317809,269,1,269,0.0,15.3281,15.33
312813,269,1,269,0.0,15.3281,15.33
312234,257,1,257,0.0,15.3006,15.3
317533,287,1,287,0.0,15.2803,15.28
312531,287,1,287,0.0,15.2803,15.28
318525,235,1,235,0.0,15.249,15.25
318522,258,1,258,0.0,15.2181,15.22
312443,290,1,290,0.0,15.2074,15.21
317444,290,1,290,0.0,15.2074,15.21
312656,278,1,278,0.0,15.2091,15.21
317656,278,1,278,0.0,15.2091,15.21
312244,236,1,236,0.0,15.1288,15.13
312412,290,1,290,0.0,15.0733,15.07
312411,290,1,290,0.0,15.0733,15.07
317414,290,1,290,0.0,15.0733,15.07
318361,259,1,259,0.0,15.0675,15.07
317415,290,1,290,0.0,15.0733,15.07
313353,259,1,259,0.0,15.0675,15.07
312413,290,1,290,0.0,15.0733,15.07
317413,290,1,290,0.0,15.0733,15.07
313357,259,1,259,0.0,15.0675,15.07
318366,259,1,259,0.0,15.0675,15.07
317812,267,1,267,0.0,15.0552,15.06
312810,267,1,267,0.0,15.0552,15.06
317532,293,1,293,0.0,14.9701,14.97
317406,292,1,292,0.0,14.968,14.97
312403,292,1,292,0.0,14.968,14.97
312402,292,1,292,0.0,14.968,14.97
312532,293,1,293,0.0,14.9701,14.97
317410,292,1,292,0.0,14.968,14.97
317405,292,1,292,0.0,14.968,14.97
312398,292,1,292,0.0,14.968,14.97
313227,145,1,145,0.0,14.9135,14.91
318233,145,1,145,0.0,14.9135,14.91
317805,239,1,239,0.0,14.8243,14.82
312808,239,1,239,0.0,14.8243,14.82
313153,217,1,217,0.0,14.7971,14.8
318162,217,1,217,0.0,14.7971,14.8
317892,321,1,321,0.0,14.7687,14.77
312891,321,1,321,0.0,14.7687,14.77
317816,250,1,250,0.0,14.762,14.76
312817,250,1,250,0.0,14.762,14.76
317655,261,1,261,0.0,14.6866,14.69
312655,261,1,261,0.0,14.6866,14.69
317810,252,1,252,0.0,14.6723,14.67
312812,252,1,252,0.0,14.6723,14.67
318507,192,1,192,0.0,14.6232,14.62
317873,301,1,301,0.0,14.498,14.5
312868,301,1,301,0.0,14.498,14.5
317817,248,1,248,0.0,14.4891,14.49
312816,248,1,248,0.0,14.4891,14.49
318375,363,1,363,0.0,14.4799,14.48
313359,363,1,363,0.0,14.4799,14.48
313367,363,1,363,0.0,14.4799,14.48
318373,363,1,363,0.0,14.4799,14.48
317571,242,1,242,0.0,14.4351,14.44
312569,242,1,242,0.0,14.4351,14.44
312955,212,1,212,0.0,14.4248,14.42
317949,212,1,212,0.0,14.4248,14.42
318483,222,1,222,0.0,14.4161,14.42
317811,250,1,250,0.0,14.3994,14.4
312811,250,1,250,0.0,14.3994,14.4
312497,252,1,252,0.0,14.3921,14.39
317501,252,1,252,0.0,14.3921,14.39
318506,312,1,312,0.0,14.3701,14.37
318362,270,1,270,0.0,14.3367,14.34
313356,270,1,270,0.0,14.3367,14.34
318367,270,1,270,0.0,14.3367,14.34
313352,270,1,270,0.0,14.3367,14.34
312702,294,1,294,0.0,14.3184,14.32
317703,294,1,294,0.0,14.3184,14.32
314727,185,1,185,0.0,14.2886,14.29
317527,185,1,185,0.0,14.2886,14.29
317627,320,1,320,0.0,14.2339,14.23
312624,320,1,320,0.0,14.2339,14.23
312806,221,1,221,0.0,14.1851,14.19
317807,221,1,221,0.0,14.1851,14.19
312814,229,1,229,0.0,14.1619,14.16
317815,229,1,229,0.0,14.1619,14.16
318491,269,1,269,0.0,14.1239,14.12
313046,243,1,243,0.0,14.105,14.11
312620,337,1,337,0.0,14.111,14.11
317619,337,1,337,0.0,14.111,14.11
318484,207,1,207,0.0,14.1077,14.11
318058,243,1,243,0.0,14.105,14.11
312454,255,1,255,0.0,14.077,14.08
317458,255,1,255,0.0,14.077,14.08
317528,167,1,167,0.0,14.0248,14.02
312530,167,1,167,0.0,14.0248,14.02
318493,265,1,265,0.0,14.0228,14.02
317643,304,1,304,0.0,14.0086,14.01
312644,304,1,304,0.0,14.0086,14.01
313305,260,1,260,0.0,13.9858,13.99
318316,260,1,260,0.0,13.9858,13.99
317564,274,1,274,0.0,13.9401,13.94
312562,274,1,274,0.0,13.9401,13.94
312956,193,1,193,0.0,13.9335,13.93
317957,193,1,193,0.0,13.9335,13.93
317914,220,1,220,0.0,13.9243,13.92
317913,220,1,220,0.0,13.9243,13.92
312912,220,1,220,0.0,13.9243,13.92
312913,220,1,220,0.0,13.9243,13.92
314722,141,1,141,0.0,13.8884,13.89
318071,141,1,141,0.0,13.8884,13.89
313141,162,1,162,0.0,13.881,13.88
318152,162,1,162,0.0,13.881,13.88
318069,118,1,118,0.0,13.8592,13.86
313060,118,1,118,0.0,13.8592,13.86
312431,254,1,254,0.0,13.8331,13.83
317441,254,1,254,0.0,13.8331,13.83
317822,256,1,256,0.0,13.8241,13.82
312826,256,1,256,0.0,13.8241,13.82
317519,233,1,233,0.0,13.7749,13.77
312521,233,1,233,0.0,13.7749,13.77
312649,257,1,257,0.0,13.7521,13.75
317646,257,1,257,0.0,13.7521,13.75
312524,152,1,152,0.0,13.7338,13.73
317522,152,1,152,0.0,13.7338,13.73
312527,152,1,152,0.0,13.7338,13.73
317525,152,1,152,0.0,13.7338,13.73
318494,258,1,258,0.0,13.679,13.68
318492,258,1,258,0.0,13.679,13.68
318088,151,1,151,0.0,13.5865,13.59
313076,151,1,151,0.0,13.5865,13.59
317520,237,1,237,0.0,13.5563,13.56
312522,237,1,237,0.0,13.5563,13.56
317910,184,1,184,0.0,13.5501,13.55
312910,184,1,184,0.0,13.5501,13.55
317911,184,1,184,0.0,13.5501,13.55
317823,254,1,254,0.0,13.5511,13.55
313078,160,1,160,0.0,13.5521,13.55
312911,184,1,184,0.0,13.5501,13.55
313077,160,1,160,0.0,13.5521,13.55
312825,254,1,254,0.0,13.5511,13.55
318087,160,1,160,0.0,13.5521,13.55
318086,160,1,160,0.0,13.5521,13.55
317455,242,1,242,0.0,13.5373,13.54
312447,242,1,242,0.0,13.5373,13.54
312618,311,1,311,0.0,13.5094,13.51
317618,311,1,311,0.0,13.5094,13.51
318070,111,1,111,0.0,13.3854,13.39
313059,111,1,111,0.0,13.3854,13.39
317709,340,1,340,0.0,13.3774,13.38
312708,340,1,340,0.0,13.3774,13.38
312799,264,1,264,0.0,13.3582,13.36
318072,133,1,133,0.0,13.3608,13.36
317798,264,1,264,0.0,13.3582,13.36
313061,133,1,133,0.0,13.3608,13.36
317794,252,1,252,0.0,13.3181,13.32
312796,252,1,252,0.0,13.3181,13.32
312797,252,1,252,0.0,13.3181,13.32
317793,252,1,252,0.0,13.3181,13.32
312848,213,1,213,0.0,13.3006,13.3
317848,213,1,213,0.0,13.3006,13.3
312710,361,1,361,0.0,13.28,13.28
317710,361,1,361,0.0,13.28,13.28
318061,229,1,229,0.0,13.2571,13.26
313049,229,1,229,0.0,13.2571,13.26
312643,272,1,272,0.0,13.2527,13.25
317644,272,1,272,0.0,13.2527,13.25
317688,291,1,291,0.0,13.1766,13.18
312687,291,1,291,0.0,13.1766,13.18
313372,352,1,352,0.0,13.1147,13.11
318393,352,1,352,0.0,13.1147,13.11
312371,210,1,210,0.0,13.0581,13.06
314712,211,1,211,0.0,13.0503,13.05
312821,238,1,238,0.0,13.0509,13.05
317932,211,1,211,0.0,13.0503,13.05
317820,238,1,238,0.0,13.0509,13.05
318215,208,1,208,0.0,13.0171,13.02
313206,208,1,208,0.0,13.0171,13.02
312408,241,1,241,0.0,13.0023,13.0
317418,241,1,241,0.0,13.0023,13.0
318084,132,1,132,0.0,12.9831,12.98
313074,132,1,132,0.0,12.9831,12.98
313073,132,1,132,0.0,12.9831,12.98
318083,132,1,132,0.0,12.9831,12.98
318542,209,1,209,0.0,12.9741,12.97
313435,248,1,248,0.0,12.9564,12.96
318447,248,1,248,0.0,12.9564,12.96
312835,176,1,176,0.0,12.9201,12.92
317838,176,1,176,0.0,12.9201,12.92
317645,282,1,282,0.0,12.9244,12.92
312838,176,1,176,0.0,12.9201,12.92
317841,176,1,176,0.0,12.9201,12.92
312642,282,1,282,0.0,12.9244,12.92
313035,189,1,189,0.0,12.8763,12.88
318045,189,1,189,0.0,12.8763,12.88
312614,199,1,199,0.0,12.8479,12.85
317612,199,1,199,0.0,12.8479,12.85
313028,150,1,150,0.0,12.8224,12.82
318037,150,1,150,0.0,12.8224,12.82
312394,207,1,207,0.0,12.7896,12.79
312396,207,1,207,0.0,12.7896,12.79
317399,207,1,207,0.0,12.7896,12.79
317401,207,1,207,0.0,12.7896,12.79
317922,138,1,138,0.0,12.7265,12.73
312922,138,1,138,0.0,12.7265,12.73
318536,181,1,181,0.0,12.7136,12.71
318323,247,1,247,0.0,12.7146,12.71
313318,247,1,247,0.0,12.7146,12.71
312719,224,1,224,0.0,12.6997,12.7
317719,224,1,224,0.0,12.6997,12.7
317648,235,1,235,0.0,12.6679,12.67
317492,214,1,214,0.0,12.6724,12.67
312483,214,1,214,0.0,12.6724,12.67
312647,235,1,235,0.0,12.6679,12.67
312233,208,1,208,0.0,12.6533,12.65
317238,208,1,208,0.0,12.6533,12.65
317577,226,1,226,0.0,12.638,12.64
312580,226,1,226,0.0,12.638,12.64
313332,221,1,221,0.0,12.6151,12.62
318341,221,1,221,0.0,12.6151,12.62
312685,244,1,244,0.0,12.6136,12.61
317686,244,1,244,0.0,12.6136,12.61
317979,163,1,163,0.0,12.5961,12.6
312973,163,1,163,0.0,12.5961,12.6
317402,203,1,203,0.0,12.5833,12.58
312393,203,1,203,0.0,12.5833,12.58
312395,203,1,203,0.0,12.5833,12.58
317400,203,1,203,0.0,12.5833,12.58
317241,209,1,209,0.0,12.5707,12.57
312230,209,1,209,0.0,12.5707,12.57
312232,209,1,209,0.0,12.5707,12.57
317239,209,1,209,0.0,12.5707,12.57
318474,175,1,175,0.0,12.5666,12.57
313462,175,1,175,0.0,12.5666,12.57
318535,157,1,157,0.0,12.5619,12.56
312322,219,1,219,0.0,12.5457,12.55
312320,219,1,219,0.0,12.5457,12.55
317325,219,1,219,0.0,12.5457,12.55
317327,219,1,219,0.0,12.5457,12.55
312720,205,1,205,0.0,12.5361,12.54
317720,205,1,205,0.0,12.5361,12.54
317426,232,1,232,0.0,12.5262,12.53
312426,232,1,232,0.0,12.5262,12.53
312428,232,1,232,0.0,12.5262,12.53
317428,232,1,232,0.0,12.5262,12.53
312932,202,1,202,0.0,12.5227,12.52
317933,202,1,202,0.0,12.5227,12.52
317866,247,1,247,0.0,12.5018,12.5
312864,247,1,247,0.0,12.5018,12.5
312528,165,1,165,0.0,12.4874,12.49
317530,165,1,165,0.0,12.4874,12.49
312401,238,1,238,0.0,12.479,12.48
317407,238,1,238,0.0,12.479,12.48
312237,194,1,194,0.0,12.4732,12.47
317246,194,1,194,0.0,12.4732,12.47
317249,194,1,194,0.0,12.4732,12.47
312239,194,1,194,0.0,12.4732,12.47
312241,194,1,194,0.0,12.4732,12.47
317248,194,1,194,0.0,12.4732,12.47
312238,194,1,194,0.0,12.4732,12.47
317250,194,1,194,0.0,12.4732,12.47
317591,221,1,221,0.0,12.4588,12.46
312590,221,1,221,0.0,12.4588,12.46
317326,220,1,220,0.0,12.4255,12.43
317345,175,1,175,0.0,12.4304,12.43
312323,220,1,220,0.0,12.4255,12.43
312348,175,1,175,0.0,12.4304,12.43
317324,220,1,220,0.0,12.4255,12.43
312321,220,1,220,0.0,12.4255,12.43
317928,191,1,191,0.0,12.4248,12.42
312930,191,1,191,0.0,12.4248,12.42
317929,191,1,191,0.0,12.4248,12.42
312931,191,1,191,0.0,12.4248,12.42
317872,232,1,232,0.0,12.4118,12.41
312869,232,1,232,0.0,12.4118,12.41
313207,200,1,200,0.0,12.4027,12.4
318218,200,1,200,0.0,12.4027,12.4
312795,221,1,221,0.0,12.3864,12.39
317795,221,1,221,0.0,12.3864,12.39
312481,199,1,199,0.0,12.3509,12.35
317245,195,1,195,0.0,12.353,12.35
317247,195,1,195,0.0,12.353,12.35
317487,199,1,199,0.0,12.3509,12.35
313373,414,1,414,0.0,12.3524,12.35
318392,414,1,414,0.0,12.3524,12.35
312240,195,1,195,0.0,12.353,12.35
312242,195,1,195,0.0,12.353,12.35
312427,229,1,229,0.0,12.3195,12.32
313299,228,1,228,0.0,12.3205,12.32
317429,229,1,229,0.0,12.3195,12.32
312425,229,1,229,0.0,12.3195,12.32
318309,228,1,228,0.0,12.3205,12.32
317427,229,1,229,0.0,12.3195,12.32
318429,164,1,164,0.0,12.314,12.31
313417,164,1,164,0.0,12.314,12.31
312347,177,1,177,0.0,12.3048,12.3
317346,177,1,177,0.0,12.3048,12.3
312465,187,1,187,0.0,12.2778,12.28
317864,276,1,276,0.0,12.2674,12.27
312866,276,1,276,0.0,12.2674,12.27
317320,229,1,229,0.0,12.259,12.26
312313,229,1,229,0.0,12.259,12.26
312317,229,1,229,0.0,12.259,12.26
317647,233,1,233,0.0,12.2541,12.25
312648,233,1,233,0.0,12.2541,12.25
318160,177,1,177,0.0,12.245,12.25
313150,177,1,177,0.0,12.245,12.25
313300,227,1,227,0.0,12.2374,12.24
312975,175,1,175,0.0,12.2364,12.24
317981,175,1,175,0.0,12.2364,12.24
317980,174,1,174,0.0,12.2445,12.24
312976,174,1,174,0.0,12.2445,12.24
318448,225,1,225,0.0,12.242,12.24
313436,225,1,225,0.0,12.242,12.24
318308,227,1,227,0.0,12.2374,12.24
317540,232,1,232,0.0,12.2133,12.21
317878,237,1,237,0.0,12.2058,12.21
312539,232,1,232,0.0,12.2133,12.21
312876,237,1,237,0.0,12.2058,12.21
313438,240,1,240,0.0,12.2036,12.2
318449,240,1,240,0.0,12.2036,12.2
312742,233,1,233,0.0,12.1915,12.19
317747,233,1,233,0.0,12.1915,12.19
317541,217,1,217,0.0,12.1945,12.19
312542,217,1,217,0.0,12.1945,12.19
312592,220,1,220,0.0,12.1763,12.18
317321,232,1,232,0.0,12.1785,12.18
317592,220,1,220,0.0,12.1763,12.18
312312,232,1,232,0.0,12.1785,12.18
318510,232,1,232,0.0,12.1785,12.18
317642,250,1,250,0.0,12.1685,12.17
312645,250,1,250,0.0,12.1685,12.17
313031,180,1,180,0.0,12.1631,12.16
318041,180,1,180,0.0,12.1631,12.16
317875,214,1,214,0.0,12.1461,12.15
312874,214,1,214,0.0,12.1461,12.15
312594,232,1,232,0.0,12.1512,12.15
313466,167,1,167,0.0,12.1329,12.13
312470,186,1,186,0.0,12.1287,12.13
317333,178,1,178,0.0,12.1294,12.13
318478,167,1,167,0.0,12.1329,12.13
312334,178,1,178,0.0,12.1294,12.13
317496,192,1,192,0.0,12.0988,12.1
312684,266,1,266,0.0,12.099,12.1
317684,266,1,266,0.0,12.099,12.1
312489,192,1,192,0.0,12.0988,12.1
313465,167,1,167,0.0,12.075,12.08
318477,167,1,167,0.0,12.075,12.08
312694,285,1,285,0.0,12.0711,12.07
317694,285,1,285,0.0,12.0711,12.07
312335,178,1,178,0.0,12.0478,12.05
317332,178,1,178,0.0,12.0478,12.05
312491,205,1,205,0.0,12.0437,12.04
317498,205,1,205,0.0,12.0437,12.04
312929,183,1,183,0.0,11.998,12.0
317930,183,1,183,0.0,11.998,12.0
317931,183,1,183,0.0,11.998,12.0
312928,183,1,183,0.0,11.998,12.0
312297,160,1,160,0.0,11.9885,11.99
317312,160,1,160,0.0,11.9885,11.99
317304,160,1,160,0.0,11.9885,11.99
312305,160,1,160,0.0,11.9885,11.99
317417,227,1,227,0.0,11.9828,11.98
312409,227,1,227,0.0,11.9828,11.98
313183,217,1,217,0.0,11.9573,11.96
318195,217,1,217,0.0,11.9573,11.96
317297,159,1,159,0.0,11.945,11.95
312285,159,1,159,0.0,11.945,11.95
317293,159,1,159,0.0,11.945,11.95
312289,159,1,159,0.0,11.945,11.95
317615,213,1,213,0.0,11.9266,11.93
312617,213,1,213,0.0,11.9266,11.93
313208,224,1,224,0.0,11.9232,11.92
318220,224,1,224,0.0,11.9232,11.92
312695,293,1,293,0.0,11.9027,11.9
317695,293,1,293,0.0,11.9027,11.9
312768,226,1,226,0.0,11.8847,11.88
312924,165,1,165,0.0,11.8694,11.87
317925,165,1,165,0.0,11.8694,11.87
312925,166,1,166,0.0,11.8613,11.86
317924,166,1,166,0.0,11.8613,11.86
313139,130,1,130,0.0,11.8187,11.82
313140,130,1,130,0.0,11.8187,11.82
313137,130,1,130,0.0,11.8187,11.82
318147,130,1,130,0.0,11.8187,11.82
318146,130,1,130,0.0,11.8187,11.82
313271,176,1,176,0.0,11.8214,11.82
318149,130,1,130,0.0,11.8187,11.82
318287,176,1,176,0.0,11.8214,11.82
317926,159,1,159,0.0,11.7947,11.79
312927,159,1,159,0.0,11.7947,11.79
317919,146,1,146,0.0,11.7776,11.78
312916,146,1,146,0.0,11.7776,11.78
313314,240,1,240,0.0,11.7294,11.73
318324,241,1,241,0.0,11.7325,11.73
318327,240,1,240,0.0,11.7294,11.73
313317,241,1,241,0.0,11.7325,11.73
313301,211,1,211,0.0,11.7192,11.72
318311,211,1,211,0.0,11.7192,11.72
313442,147,1,147,0.0,11.7157,11.72
318453,147,1,147,0.0,11.7157,11.72
312599,226,1,226,0.0,11.6997,11.7
318108,115,1,115,0.0,11.6966,11.7
313092,115,1,115,0.0,11.6966,11.7
312769,226,1,226,0.0,11.6997,11.7
318441,203,1,203,0.0,11.6837,11.68
313432,203,1,203,0.0,11.6837,11.68
312879,234,1,234,0.0,11.6747,11.67
317882,234,1,234,0.0,11.6747,11.67
312636,305,1,305,0.0,11.6193,11.62
317636,305,1,305,0.0,11.6193,11.62
317551,224,1,224,0.0,11.6084,11.61
312551,224,1,224,0.0,11.6084,11.61
313029,131,1,131,0.0,11.6029,11.6
318039,131,1,131,0.0,11.6029,11.6
312591,204,1,204,0.0,11.5914,11.59
317590,204,1,204,0.0,11.5914,11.59
318314,187,1,187,0.0,11.5721,11.57
312419,219,1,219,0.0,11.5749,11.57
317421,219,1,219,0.0,11.5749,11.57
313304,187,1,187,0.0,11.5721,11.57
313424,223,1,223,0.0,11.5643,11.56
312421,218,1,218,0.0,11.559,11.56
318436,223,1,223,0.0,11.5643,11.56
318352,92,1,92,0.0,11.5477,11.55
314723,92,1,92,0.0,11.5477,11.55
317670,349,1,349,0.0,11.5437,11.54
312670,349,1,349,0.0,11.5437,11.54
317504,195,1,195,0.0,11.527,11.53
312506,195,1,195,0.0,11.527,11.53
317658,193,1,193,0.0,11.5185,11.52
312658,193,1,193,0.0,11.5185,11.52
318221,205,1,205,0.0,11.4784,11.48
313445,147,1,147,0.0,11.4773,11.48
313210,205,1,205,0.0,11.4784,11.48
318456,147,1,147,0.0,11.4773,11.48
312437,230,1,230,0.0,11.4415,11.44
317437,230,1,230,0.0,11.4415,11.44
312435,230,1,230,0.0,11.4415,11.44
317435,230,1,230,0.0,11.4415,11.44
313196,201,1,201,0.0,11.405,11.41
318206,201,1,201,0.0,11.405,11.41
312652,225,1,225,0.0,11.4048,11.4
317652,225,1,225,0.0,11.4048,11.4
318110,156,1,156,0.0,11.3544,11.35
313100,156,1,156,0.0,11.3544,11.35
318513,215,1,215,0.0,11.3523,11.35
312681,221,1,221,0.0,11.3409,11.34
317683,221,1,221,0.0,11.3409,11.34
313197,178,1,178,0.0,11.3393,11.34
318208,178,1,178,0.0,11.3393,11.34
318313,177,1,177,0.0,11.3357,11.34
313302,177,1,177,0.0,11.3357,11.34
317617,196,1,196,0.0,11.3346,11.33
312615,196,1,196,0.0,11.3346,11.33
317521,124,1,124,0.0,11.3327,11.33
314726,124,1,124,0.0,11.3327,11.33
317449,218,1,218,0.0,11.3199,11.32
312979,151,1,151,0.0,11.3173,11.32
312442,218,1,218,0.0,11.3199,11.32
312438,218,1,218,0.0,11.3199,11.32
317982,151,1,151,0.0,11.3173,11.32
317445,218,1,218,0.0,11.3199,11.32
318044,184,1,184,0.0,11.3087,11.31
313034,184,1,184,0.0,11.3087,11.31
318312,175,1,175,0.0,11.2522,11.25
313303,175,1,175,0.0,11.2522,11.25
317436,217,1,217,0.0,11.2392,11.24
317651,249,1,249,0.0,11.2375,11.24
312434,217,1,217,0.0,11.2392,11.24
312436,217,1,217,0.0,11.2392,11.24
312650,249,1,249,0.0,11.2375,11.24
317438,217,1,217,0.0,11.2392,11.24
312981,143,1,143,0.0,11.2172,11.22
317985,143,1,143,0.0,11.2172,11.22
318452,139,1,139,0.0,11.2125,11.21
313443,139,1,139,0.0,11.2125,11.21
312849,182,1,182,0.0,11.1991,11.2
317847,182,1,182,0.0,11.1991,11.2
313044,159,1,159,0.0,11.1904,11.19
318054,159,1,159,0.0,11.1904,11.19
317439,231,1,231,0.0,11.1828,11.18
313041,170,1,170,0.0,11.1761,11.18
318050,170,1,170,0.0,11.1761,11.18
312433,231,1,231,0.0,11.1828,11.18
313311,226,1,226,0.0,11.1489,11.15
318322,226,1,226,0.0,11.1489,11.15
313148,139,1,139,0.0,11.1373,11.14
318157,139,1,139,0.0,11.1373,11.14
317582,187,1,187,0.0,11.1334,11.13
312584,187,1,187,0.0,11.1334,11.13
317877,187,1,187,0.0,11.1211,11.12
312877,187,1,187,0.0,11.1211,11.12
312579,194,1,194,0.0,11.0926,11.09
312372,172,1,172,0.0,11.0926,11.09
317578,194,1,194,0.0,11.0926,11.09
317970,143,1,143,0.0,11.0801,11.08
314715,143,1,143,0.0,11.0801,11.08
313416,147,1,147,0.0,11.073,11.07
318428,147,1,147,0.0,11.073,11.07
312441,214,1,214,0.0,11.0526,11.05
317446,214,1,214,0.0,11.0526,11.05
312548,160,1,160,0.0,11.0352,11.04
317796,203,1,203,0.0,11.0414,11.04
317548,160,1,160,0.0,11.0352,11.04
312794,203,1,203,0.0,11.0414,11.04
318055,162,1,162,0.0,11.0269,11.03
313045,162,1,162,0.0,11.0269,11.03
318543,172,1,172,0.0,11.011,11.01
313428,177,1,177,0.0,10.9975,11.0
318437,177,1,177,0.0,10.9975,11.0
318205,177,1,177,0.0,10.9945,10.99
313194,177,1,177,0.0,10.9945,10.99
312966,145,1,145,0.0,10.9631,10.96
317967,145,1,145,0.0,10.9631,10.96
317963,130,1,130,0.0,10.9404,10.94
314713,130,1,130,0.0,10.9404,10.94
318468,173,1,173,0.0,10.8992,10.9
313457,173,1,173,0.0,10.8992,10.9
313316,215,1,215,0.0,10.8862,10.89
318325,215,1,215,0.0,10.8862,10.89
318326,214,1,214,0.0,10.883,10.88
313315,214,1,214,0.0,10.883,10.88
313058,185,1,185,0.0,10.8721,10.87
318068,185,1,185,0.0,10.8721,10.87
312960,106,1,106,0.0,10.8588,10.86
312978,149,1,149,0.0,10.8584,10.86
317983,149,1,149,0.0,10.8584,10.86
317959,106,1,106,0.0,10.8588,10.86
313441,134,1,134,0.0,10.8547,10.85
317749,188,1,188,0.0,10.8503,10.85
318454,134,1,134,0.0,10.8547,10.85
317750,188,1,188,0.0,10.8503,10.85
312752,188,1,188,0.0,10.8503,10.85
317748,188,1,188,0.0,10.8503,10.85
312751,188,1,188,0.0,10.8503,10.85
312750,188,1,188,0.0,10.8503,10.85
317464,251,1,251,0.0,10.828,10.83
312458,251,1,251,0.0,10.828,10.83
318125,164,1,164,0.0,10.7689,10.77
313109,164,1,164,0.0,10.7689,10.77
312225,211,1,211,0.0,10.7594,10.76
317230,211,1,211,0.0,10.7594,10.76
313193,186,1,186,0.0,10.7477,10.75
318204,186,1,186,0.0,10.7477,10.75
318048,156,1,156,0.0,10.7541,10.75
313039,156,1,156,0.0,10.7541,10.75
317637,271,1,271,0.0,10.7522,10.75
312637,271,1,271,0.0,10.7522,10.75
317678,195,1,195,0.0,10.7381,10.74
318546,175,1,175,0.0,10.7442,10.74
313152,111,1,111,0.0,10.7441,10.74
318545,175,1,175,0.0,10.7442,10.74
312657,185,1,185,0.0,10.7355,10.74
317657,185,1,185,0.0,10.7355,10.74
312679,195,1,195,0.0,10.7381,10.74
318163,111,1,111,0.0,10.7441,10.74
318158,153,1,153,0.0,10.6803,10.68
313149,153,1,153,0.0,10.6803,10.68
317971,137,1,137,0.0,10.6834,10.68
312967,137,1,137,0.0,10.6834,10.68
313030,129,1,129,0.0,10.6841,10.68
318040,129,1,129,0.0,10.6841,10.68
313087,130,1,130,0.0,10.6701,10.67
318102,130,1,130,0.0,10.6701,10.67
313004,128,1,128,0.0,10.6627,10.66
318009,128,1,128,0.0,10.6627,10.66
317463,244,1,244,0.0,10.6506,10.65
312456,244,1,244,0.0,10.6506,10.65
317680,200,1,200,0.0,10.6467,10.65
312680,200,1,200,0.0,10.6467,10.65
313449,231,1,231,0.0,10.6333,10.63
318460,231,1,231,0.0,10.6339,10.63
318461,231,1,231,0.0,10.6339,10.63
313448,231,1,231,0.0,10.6333,10.63
312266,176,1,176,0.0,10.624,10.62
312265,176,1,176,0.0,10.624,10.62
317397,199,1,199,0.0,10.5862,10.59
312392,199,1,199,0.0,10.5862,10.59
317329,175,1,175,0.0,10.581,10.58
317993,131,1,131,0.0,10.577,10.58
312990,131,1,131,0.0,10.577,10.58
312318,175,1,175,0.0,10.581,10.58
317234,201,1,201,0.0,10.5742,10.57
312228,201,1,201,0.0,10.5742,10.57
317235,212,1,212,0.0,10.5554,10.56
312229,212,1,212,0.0,10.5554,10.56
312417,202,1,202,0.0,10.5482,10.55
317423,202,1,202,0.0,10.5482,10.55
312671,242,1,242,0.0,10.5522,10.55
317671,242,1,242,0.0,10.5522,10.55
317964,124,1,124,0.0,10.5437,10.54
312963,124,1,124,0.0,10.5437,10.54
318013,127,1,127,0.0,10.5338,10.53
313070,114,1,114,0.0,10.5251,10.53
318082,114,1,114,0.0,10.5251,10.53
314719,127,1,127,0.0,10.5338,10.53
317860,199,1,199,0.0,10.5213,10.52
317969,139,1,139,0.0,10.5193,10.52
312964,139,1,139,0.0,10.5193,10.52
312859,199,1,199,0.0,10.5213,10.52
318321,208,1,208,0.0,10.5185,10.52
313312,208,1,208,0.0,10.5185,10.52
317840,145,1,145,0.0,10.4911,10.49
312836,145,1,145,0.0,10.4911,10.49
317744,201,1,201,0.0,10.482,10.48
312745,201,1,201,0.0,10.482,10.48
318315,175,1,175,0.0,10.4744,10.47
313306,175,1,175,0.0,10.4744,10.47
317842,149,1,149,0.0,10.4721,10.47
312834,149,1,149,0.0,10.4721,10.47
312319,176,1,176,0.0,10.4608,10.46
317328,176,1,176,0.0,10.4608,10.46
312310,176,1,176,0.0,10.4516,10.45
312311,176,1,176,0.0,10.4516,10.45
317502,173,1,173,0.0,10.438,10.44
312733,211,1,211,0.0,10.4391,10.44
317734,211,1,211,0.0,10.4391,10.44
312493,173,1,173,0.0,10.438,10.44
313309,174,1,174,0.0,10.4349,10.43
318318,174,1,174,0.0,10.4349,10.43
313118,137,1,137,0.0,10.429,10.43
318130,137,1,137,0.0,10.429,10.43
312958,100,1,100,0.0,10.4151,10.42
317961,100,1,100,0.0,10.4151,10.42
318067,154,1,154,0.0,10.4001,10.4
313057,154,1,154,0.0,10.4001,10.4
318511,177,1,177,0.0,10.3691,10.37
318512,177,1,177,0.0,10.3691,10.37
318455,126,1,126,0.0,10.3516,10.35
313310,173,1,173,0.0,10.3499,10.35
313440,126,1,126,0.0,10.3516,10.35
318317,173,1,173,0.0,10.3499,10.35
318457,134,1,134,0.0,10.3395,10.34
313444,134,1,134,0.0,10.3395,10.34
318010,123,1,123,0.0,10.3187,10.32
313003,123,1,123,0.0,10.3187,10.32
313371,350,1,350,0.0,10.3082,10.31
318394,350,1,350,0.0,10.3082,10.31
317862,223,1,223,0.0,10.2844,10.28
312861,223,1,223,0.0,10.2844,10.28
