generated_at,total_files,valid_files,failed_files,warned_files,empty_files,corrupted_files,total_rows,total_duplicates,avg_rows_per_file,earliest_timestamp,latest_timestamp,freshness_status,freshness_minutes,max_routes_in_file
2026-05-14T18:03:40.465141+00:00,10,10,0,0,0,0,8328,0,832.8,2026-05-14T17:54:59.192399+00:00,2026-05-14T18:03:10.385441+00:00,FRESH,0.5,182
