generated_at,total_files,valid_files,failed_files,warned_files,empty_files,corrupted_files,total_rows,total_duplicates,avg_rows_per_file,earliest_timestamp,latest_timestamp,freshness_status,freshness_minutes,max_routes_in_file
2026-05-14T17:58:37.065045+00:00,2,2,0,0,0,0,1666,0,833.0,2026-05-14T17:54:59.192399+00:00,2026-05-14T17:55:30.213845+00:00,FRESH,3.1,181
