filename,status,size_bytes,row_count,is_empty,is_corrupted,missing_columns,duplicate_count,earliest_timestamp,latest_timestamp,unique_routes
vehicle_positions_00_000022.parquet,FAIL,33626,771,False,True,,0,,,0
vehicle_positions_00_000053.parquet,FAIL,33684,777,False,True,,0,,,0
vehicle_positions_00_000127.parquet,FAIL,33662,776,False,True,,0,,,0
vehicle_positions_00_000158.parquet,FAIL,33759,778,False,True,,0,,,0
vehicle_positions_00_000228.parquet,FAIL,33823,778,False,True,,0,,,0
vehicle_positions_00_000259.parquet,FAIL,33867,777,False,True,,0,,,0
vehicle_positions_00_000330.parquet,FAIL,33882,779,False,True,,0,,,0
vehicle_positions_00_000401.parquet,FAIL,33942,782,False,True,,0,,,0
vehicle_positions_00_000431.parquet,FAIL,33842,783,False,True,,0,,,0
vehicle_positions_00_000502.parquet,FAIL,33868,780,False,True,,0,,,0
vehicle_positions_00_000533.parquet,FAIL,33890,781,False,True,,0,,,0
vehicle_positions_00_000604.parquet,FAIL,34134,783,False,True,,0,,,0
vehicle_positions_00_000635.parquet,FAIL,34158,780,False,True,,0,,,0
vehicle_positions_00_000705.parquet,FAIL,33921,781,False,True,,0,,,0
vehicle_positions_00_000736.parquet,FAIL,34002,780,False,True,,0,,,0
vehicle_positions_00_000807.parquet,FAIL,33937,779,False,True,,0,,,0
vehicle_positions_00_000837.parquet,FAIL,33943,778,False,True,,0,,,0
vehicle_positions_00_000908.parquet,FAIL,34029,776,False,True,,0,,,0
vehicle_positions_00_000939.parquet,FAIL,34134,777,False,True,,0,,,0
vehicle_positions_00_001009.parquet,FAIL,33893,776,False,True,,0,,,0
vehicle_positions_00_001040.parquet,FAIL,33782,772,False,True,,0,,,0
vehicle_positions_00_001111.parquet,FAIL,33746,770,False,True,,0,,,0
vehicle_positions_00_001141.parquet,FAIL,33535,766,False,True,,0,,,0
vehicle_positions_00_001212.parquet,FAIL,33474,765,False,True,,0,,,0
vehicle_positions_00_001243.parquet,FAIL,33420,764,False,True,,0,,,0
vehicle_positions_00_001314.parquet,FAIL,33427,762,False,True,,0,,,0
vehicle_positions_00_001344.parquet,FAIL,33388,762,False,True,,0,,,0
vehicle_positions_00_001415.parquet,FAIL,33129,760,False,True,,0,,,0
vehicle_positions_00_001448.parquet,FAIL,33472,762,False,True,,0,,,0
vehicle_positions_00_001519.parquet,FAIL,33481,763,False,True,,0,,,0
vehicle_positions_00_001549.parquet,FAIL,33494,765,False,True,,0,,,0
vehicle_positions_00_001620.parquet,FAIL,33776,768,False,True,,0,,,0
vehicle_positions_00_001650.parquet,FAIL,33556,769,False,True,,0,,,0
vehicle_positions_00_001721.parquet,FAIL,33428,765,False,True,,0,,,0
vehicle_positions_00_001752.parquet,FAIL,33505,764,False,True,,0,,,0
vehicle_positions_00_001822.parquet,FAIL,33385,762,False,True,,0,,,0
vehicle_positions_00_001853.parquet,FAIL,33474,767,False,True,,0,,,0
vehicle_positions_00_001924.parquet,FAIL,33525,767,False,True,,0,,,0
vehicle_positions_00_001954.parquet,FAIL,33772,769,False,True,,0,,,0
vehicle_positions_00_002025.parquet,FAIL,33657,768,False,True,,0,,,0
vehicle_positions_00_002056.parquet,FAIL,33523,766,False,True,,0,,,0
vehicle_positions_00_002126.parquet,FAIL,33555,764,False,True,,0,,,0
vehicle_positions_00_002157.parquet,FAIL,33145,760,False,True,,0,,,0
vehicle_positions_00_002228.parquet,FAIL,33268,760,False,True,,0,,,0
vehicle_positions_00_002258.parquet,FAIL,33362,761,False,True,,0,,,0
vehicle_positions_00_002329.parquet,FAIL,33299,759,False,True,,0,,,0
vehicle_positions_00_002400.parquet,FAIL,33120,757,False,True,,0,,,0
vehicle_positions_00_002430.parquet,FAIL,33272,760,False,True,,0,,,0
vehicle_positions_00_002501.parquet,FAIL,33343,764,False,True,,0,,,0
vehicle_positions_00_002532.parquet,FAIL,33239,764,False,True,,0,,,0
vehicle_positions_00_002602.parquet,FAIL,33430,766,False,True,,0,,,0
vehicle_positions_00_002633.parquet,FAIL,33444,763,False,True,,0,,,0
vehicle_positions_00_002704.parquet,FAIL,33496,763,False,True,,0,,,0
vehicle_positions_00_002734.parquet,FAIL,33388,763,False,True,,0,,,0
vehicle_positions_00_002805.parquet,FAIL,33366,762,False,True,,0,,,0
vehicle_positions_00_002836.parquet,FAIL,33254,759,False,True,,0,,,0
vehicle_positions_00_002906.parquet,FAIL,33275,756,False,True,,0,,,0
vehicle_positions_00_002937.parquet,FAIL,33487,762,False,True,,0,,,0
vehicle_positions_00_003008.parquet,FAIL,33531,760,False,True,,0,,,0
vehicle_positions_00_003039.parquet,FAIL,33526,763,False,True,,0,,,0
vehicle_positions_00_003109.parquet,FAIL,33373,764,False,True,,0,,,0
vehicle_positions_00_003140.parquet,FAIL,33510,767,False,True,,0,,,0
vehicle_positions_00_003211.parquet,FAIL,33488,768,False,True,,0,,,0
vehicle_positions_00_003241.parquet,FAIL,33466,768,False,True,,0,,,0
vehicle_positions_00_003312.parquet,FAIL,33631,769,False,True,,0,,,0
vehicle_positions_00_003343.parquet,FAIL,33637,769,False,True,,0,,,0
vehicle_positions_00_003414.parquet,FAIL,33638,768,False,True,,0,,,0
vehicle_positions_00_003446.parquet,FAIL,33690,765,False,True,,0,,,0
vehicle_positions_00_003517.parquet,FAIL,33735,770,False,True,,0,,,0
vehicle_positions_00_003548.parquet,FAIL,33589,769,False,True,,0,,,0
vehicle_positions_00_003618.parquet,FAIL,33488,766,False,True,,0,,,0
vehicle_positions_00_003649.parquet,FAIL,33454,766,False,True,,0,,,0
vehicle_positions_00_003719.parquet,FAIL,33545,763,False,True,,0,,,0
vehicle_positions_00_003750.parquet,FAIL,33295,759,False,True,,0,,,0
vehicle_positions_00_003821.parquet,FAIL,33190,756,False,True,,0,,,0
vehicle_positions_00_003851.parquet,FAIL,32973,752,False,True,,0,,,0
vehicle_positions_00_003922.parquet,FAIL,32986,751,False,True,,0,,,0
vehicle_positions_00_003953.parquet,FAIL,33075,754,False,True,,0,,,0
vehicle_positions_00_004025.parquet,FAIL,32982,752,False,True,,0,,,0
vehicle_positions_00_004056.parquet,FAIL,33075,752,False,True,,0,,,0
vehicle_positions_00_004126.parquet,FAIL,33003,752,False,True,,0,,,0
vehicle_positions_00_004157.parquet,FAIL,33112,753,False,True,,0,,,0
vehicle_positions_00_004228.parquet,FAIL,33309,757,False,True,,0,,,0
vehicle_positions_00_004258.parquet,FAIL,33142,755,False,True,,0,,,0
vehicle_positions_00_004329.parquet,FAIL,33277,756,False,True,,0,,,0
vehicle_positions_00_004400.parquet,FAIL,33141,757,False,True,,0,,,0
vehicle_positions_00_004430.parquet,FAIL,33417,758,False,True,,0,,,0
vehicle_positions_00_004501.parquet,FAIL,33271,760,False,True,,0,,,0
vehicle_positions_00_004532.parquet,FAIL,33210,758,False,True,,0,,,0
vehicle_positions_00_004602.parquet,FAIL,33377,763,False,True,,0,,,0
vehicle_positions_00_004633.parquet,FAIL,33342,763,False,True,,0,,,0
vehicle_positions_00_004704.parquet,FAIL,33412,765,False,True,,0,,,0
vehicle_positions_00_004734.parquet,FAIL,33464,762,False,True,,0,,,0
vehicle_positions_00_004805.parquet,FAIL,33292,763,False,True,,0,,,0
vehicle_positions_00_004836.parquet,FAIL,33535,764,False,True,,0,,,0
vehicle_positions_00_004906.parquet,FAIL,33614,765,False,True,,0,,,0
vehicle_positions_00_004937.parquet,FAIL,33561,766,False,True,,0,,,0
vehicle_positions_00_005008.parquet,FAIL,33513,761,False,True,,0,,,0
vehicle_positions_00_005038.parquet,FAIL,33523,762,False,True,,0,,,0
vehicle_positions_00_005109.parquet,FAIL,33438,761,False,True,,0,,,0
vehicle_positions_00_005140.parquet,FAIL,33436,761,False,True,,0,,,0
vehicle_positions_00_005210.parquet,FAIL,33385,761,False,True,,0,,,0
vehicle_positions_00_005241.parquet,FAIL,33360,762,False,True,,0,,,0
vehicle_positions_00_005311.parquet,FAIL,33348,758,False,True,,0,,,0
vehicle_positions_00_005342.parquet,FAIL,33343,757,False,True,,0,,,0
vehicle_positions_00_005413.parquet,FAIL,33503,759,False,True,,0,,,0
vehicle_positions_00_005443.parquet,FAIL,33306,756,False,True,,0,,,0
vehicle_positions_00_005514.parquet,FAIL,33266,755,False,True,,0,,,0
vehicle_positions_00_005545.parquet,FAIL,33372,757,False,True,,0,,,0
vehicle_positions_00_005616.parquet,FAIL,33169,756,False,True,,0,,,0
vehicle_positions_00_005646.parquet,FAIL,33017,754,False,True,,0,,,0
vehicle_positions_00_005717.parquet,FAIL,33147,753,False,True,,0,,,0
vehicle_positions_00_005747.parquet,FAIL,33082,752,False,True,,0,,,0
vehicle_positions_00_005818.parquet,FAIL,33036,751,False,True,,0,,,0
vehicle_positions_00_005849.parquet,FAIL,33230,754,False,True,,0,,,0
vehicle_positions_00_005919.parquet,FAIL,33233,756,False,True,,0,,,0
vehicle_positions_00_005950.parquet,FAIL,33240,755,False,True,,0,,,0
vehicle_positions_01_010021.parquet,FAIL,33171,754,False,True,,0,,,0
vehicle_positions_01_010052.parquet,FAIL,33216,753,False,True,,0,,,0
vehicle_positions_01_010122.parquet,FAIL,33256,755,False,True,,0,,,0
vehicle_positions_01_010153.parquet,FAIL,33384,756,False,True,,0,,,0
vehicle_positions_01_010224.parquet,FAIL,33223,755,False,True,,0,,,0
vehicle_positions_01_010254.parquet,FAIL,33261,756,False,True,,0,,,0
vehicle_positions_01_010325.parquet,FAIL,33215,755,False,True,,0,,,0
vehicle_positions_01_010355.parquet,FAIL,33167,755,False,True,,0,,,0
vehicle_positions_01_010426.parquet,FAIL,33255,754,False,True,,0,,,0
vehicle_positions_01_010457.parquet,FAIL,33113,756,False,True,,0,,,0
