generated_at,total_files,valid_files,failed_files,warned_files,empty_files,corrupted_files,total_rows,total_duplicates,avg_rows_per_file,earliest_timestamp,latest_timestamp,freshness_status,freshness_minutes,max_routes_in_file
2026-05-14T17:02:20.004528+00:00,7,0,7,0,0,7,0,0,0,,,UNKNOWN,,0
